"id","confirmedCount","confirmedIncr","curedCount","curedIncr","currentConfirmedCount","currentConfirmedIncr","dateId","deadCount","deadIncr","suspectedCount","suspectedCountIncr","provinceName","provinceShortName"
"42","100","0","37","1","61","-1","20200303","2","0","0","0","香港","香港"
"43","105","5","43","6","60","-1","20200304","2","0","0","0","香港","香港"
"44","105","0","46","3","57","-3","20200305","2","0","0","0","香港","香港"
"45","107","2","51","5","54","-3","20200306","2","0","0","0","香港","香港"
"46","109","2","55","4","52","-2","20200307","2","0","0","0","香港","香港"
"47","114","5","59","4","52","0","20200308","3","1","0","0","香港","香港"
"48","115","1","60","1","52","0","20200309","3","0","0","0","香港","香港"
"49","120","5","65","5","52","0","20200310","3","0","0","0","香港","香港"
"50","129","9","67","2","59","7","20200311","3","0","0","0","香港","香港"
"51","131","2","75","8","53","-6","20200312","3","0","0","0","香港","香港"
"52","137","6","78","3","55","2","20200313","4","1","0","0","香港","香港"
"53","141","4","81","3","56","1","20200314","4","0","0","0","香港","香港"
"54","149","8","84","3","61","5","20200315","4","0","0","0","香港","香港"
"55","157","8","88","4","65","4","20200316","4","0","0","0","香港","香港"
"56","167","10","92","4","71","6","20200317","4","0","0","0","香港","香港"
"57","192","25","95","3","93","22","20200318","4","0","0","0","香港","香港"
"58","208","16","98","3","106","13","20200319","4","0","0","0","香港","香港"
"59","256","48","98","0","154","48","20200320","4","0","0","0","香港","香港"
"60","273","17","100","2","169","15","20200321","4","0","0","0","香港","香港"
"61","317","44","100","0","213","44","20200322","4","0","0","0","香港","香港"
"62","356","39","101","1","251","38","20200323","4","0","0","0","香港","香港"
"63","386","30","102","1","280","29","20200324","4","0","0","0","香港","香港"
"64","410","24","106","4","300","20","20200325","4","0","24","24","香港","香港"
"65","453","43","110","4","339","39","20200326","4","0","24","0","香港","香港"
"66","518","65","111","1","403","64","20200327","4","0","24","0","香港","香港"
"67","582","64","112","1","466","63","20200328","4","0","21","-3","香港","香港"
"68","641","59","118","6","519","53","20200329","4","0","21","0","香港","香港"
"69","682","41","124","6","554","35","20200330","4","0","55","34","香港","香港"
"70","714","32","128","4","582","28","20200331","4","0","55","0","香港","香港"
"71","765","51","147","19","614","32","20200401","4","0","55","0","香港","香港"
"72","802","37","154","7","644","30","20200402","4","0","0","-55","香港","香港"
"73","845","43","173","19","668","24","20200403","4","0","0","0","香港","香港"
"74","862","17","186","13","672","4","20200404","4","0","37","37","香港","香港"
"75","890","28","206","20","680","8","20200405","4","0","37","0","香港","香港"
"76","914","24","216","10","694","14","20200406","4","0","24","-13","香港","香港"
"77","935","21","236","20","695","1","20200407","4","0","0","-24","香港","香港"
"78","960","25","264","28","692","-3","20200408","4","0","0","0","香港","香港"
"79","973","13","293","29","676","-16","20200409","4","0","24","24","香港","香港"
"80","989","16","309","16","676","0","20200410","4","0","39","15","香港","香港"
"81","1000","11","336","27","660","-16","20200411","4","0","39","0","香港","香港"
"82","1004","4","360","24","640","-20","20200412","4","0","39","0","香港","香港"
"83","1009","5","397","37","608","-32","20200413","4","0","39","0","香港","香港"
"84","1012","3","434","37","574","-34","20200414","4","0","39","0","香港","香港"
"85","1016","4","459","25","553","-21","20200415","4","0","39","0","香港","香港"
"86","1017","1","485","26","528","-25","20200416","4","0","39","0","香港","香港"
"87","1021","4","532","47","485","-43","20200417","4","0","39","0","香港","香港"
"88","1023","2","568","36","451","-34","20200418","4","0","39","0","香港","香港"
"89","1025","2","602","34","419","-32","20200419","4","0","39","0","香港","香港"
"90","1025","0","630","28","391","-28","20200420","4","0","39","0","香港","香港"
"91","1029","4","650","20","375","-16","20200421","4","0","43","4","香港","香港"
"92","1033","4","678","28","351","-24","20200422","4","0","47","4","香港","香港"
"93","1035","2","699","21","332","-19","20200423","4","0","47","0","香港","香港"
"94","1035","0","725","26","306","-26","20200424","4","0","47","0","香港","香港"
"95","1037","2","753","28","280","-26","20200425","4","0","47","0","香港","香港"
"96","1037","0","772","19","261","-19","20200426","4","0","47","0","香港","香港"
"97","1037","0","787","15","246","-15","20200427","4","0","47","0","香港","香港"
"98","1037","0","811","24","222","-24","20200428","4","0","47","0","香港","香港"
"99","1037","0","830","19","203","-19","20200429","4","0","47","0","香港","香港"
"100","1037","0","846","16","187","-16","20200430","4","0","47","0","香港","香港"
"101","1039","2","859","13","176","-11","20200501","4","0","47","0","香港","香港"
"102","1039","0","864","5","171","-5","20200502","4","0","47","0","香港","香港"
"103","1039","0","879","15","156","-15","20200503","4","0","47","0","香港","香港"
"104","1040","1","900","21","136","-20","20200504","4","0","47","0","香港","香港"
"105","1040","0","920","20","116","-20","20200505","4","0","47","0","香港","香港"
"106","1040","0","932","12","104","-12","20200506","4","0","47","0","香港","香港"
"107","1044","4","944","12","96","-8","20200507","4","0","47","0","香港","香港"
"108","1044","0","960","16","80","-16","20200508","4","0","47","0","香港","香港"
"109","1044","0","967","7","73","-7","20200509","4","0","47","0","香港","香港"
"110","1047","3","982","15","61","-12","20200510","4","0","47","0","香港","香港"
"111","1047","0","985","3","58","-3","20200511","4","0","47","0","香港","香港"
"112","1047","0","991","6","52","-6","20200512","4","0","47","0","香港","香港"
"113","1050","3","1008","17","38","-14","20200513","4","0","47","0","香港","香港"
"114","1051","1","1009","1","38","0","20200514","4","0","47","0","香港","香港"
"115","1052","1","1019","10","29","-9","20200515","4","0","47","0","香港","香港"
"116","1052","0","1022","3","26","-3","20200516","4","0","47","0","香港","香港"
"117","1055","3","1024","2","27","1","20200517","4","0","47","0","香港","香港"
"118","1055","0","1025","1","26","-1","20200518","4","0","47","0","香港","香港"
"119","1055","0","1025","0","26","0","20200519","4","0","47","0","香港","香港"
"120","1055","0","1026","1","25","-1","20200520","4","0","47","0","香港","香港"
"121","1063","8","1029","3","30","5","20200521","4","0","47","0","香港","香港"
"122","1065","2","1029","0","32","2","20200522","4","0","47","0","香港","香港"
"123","1065","0","1029","0","32","0","20200523","4","0","47","0","香港","香港"
"124","1065","0","1030","1","31","-1","20200524","4","0","47","0","香港","香港"
"125","1065","0","1030","0","31","0","20200525","4","0","47","0","香港","香港"
"126","1065","0","1033","3","28","-3","20200526","4","0","47","0","香港","香港"
"127","1066","1","1034","1","28","0","20200527","4","0","47","0","香港","香港"
"128","1066","0","1035","1","27","-1","20200528","4","0","47","0","香港","香港"
"129","1079","13","1035","0","40","13","20200529","4","0","60","13","香港","香港"
"130","1082","3","1036","1","42","2","20200530","4","0","63","3","香港","香港"
"131","1084","2","1037","1","43","1","20200531","4","0","63","0","香港","香港"
"132","1","1","0","0","1","1","20200123","0","0","0","0","内蒙古自治区","内蒙古"
"133","2","1","0","0","2","1","20200124","0","0","0","0","内蒙古自治区","内蒙古"
"134","5","3","0","0","5","3","20200125","0","0","0","0","内蒙古自治区","内蒙古"
"135","11","6","0","0","11","6","20200126","0","0","0","0","内蒙古自治区","内蒙古"
"136","13","2","0","0","13","2","20200127","0","0","0","0","内蒙古自治区","内蒙古"
"137","16","3","0","0","16","3","20200128","0","0","0","0","内蒙古自治区","内蒙古"
"138","18","2","0","0","18","2","20200129","0","0","0","0","内蒙古自治区","内蒙古"
"139","20","2","0","0","20","2","20200130","0","0","0","0","内蒙古自治区","内蒙古"
"140","23","3","0","0","23","3","20200131","0","0","0","0","内蒙古自治区","内蒙古"
"141","27","4","0","0","27","4","20200201","0","0","0","0","内蒙古自治区","内蒙古"
"142","34","7","0","0","34","7","20200202","0","0","0","0","内蒙古自治区","内蒙古"
"143","35","1","0","0","35","1","20200203","0","0","0","0","内蒙古自治区","内蒙古"
"144","42","7","0","0","42","7","20200204","0","0","0","0","内蒙古自治区","内蒙古"
"145","46","4","0","0","46","4","20200205","0","0","0","0","内蒙古自治区","内蒙古"
"146","50","4","0","0","50","4","20200206","0","0","0","0","内蒙古自治区","内蒙古"
"147","52","2","0","0","52","2","20200207","0","0","0","0","内蒙古自治区","内蒙古"
"148","54","2","0","0","54","2","20200208","0","0","0","0","内蒙古自治区","内蒙古"
"149","58","4","0","0","58","4","20200209","0","0","0","0","内蒙古自治区","内蒙古"
"150","58","0","5","5","53","-5","20200210","0","0","0","0","内蒙古自治区","内蒙古"
"151","60","2","5","0","55","2","20200211","0","0","0","0","内蒙古自治区","内蒙古"
"152","61","1","6","1","55","0","20200212","0","0","0","0","内蒙古自治区","内蒙古"
"153","65","4","6","0","59","4","20200213","0","0","0","0","内蒙古自治区","内蒙古"
"154","68","3","6","0","62","3","20200214","0","0","0","0","内蒙古自治区","内蒙古"
"155","70","2","7","1","63","1","20200215","0","0","0","0","内蒙古自治区","内蒙古"
"156","72","2","8","1","64","1","20200216","0","0","0","0","内蒙古自治区","内蒙古"
"157","73","1","8","0","65","1","20200217","0","0","0","0","内蒙古自治区","内蒙古"
"158","75","2","9","1","66","1","20200218","0","0","0","0","内蒙古自治区","内蒙古"
"159","75","0","11","2","64","-2","20200219","0","0","0","0","内蒙古自治区","内蒙古"
"160","75","0","16","5","59","-5","20200220","0","0","0","0","内蒙古自治区","内蒙古"
"161","75","0","22","6","53","-6","20200221","0","0","0","0","内蒙古自治区","内蒙古"
"162","75","0","26","4","49","-4","20200222","0","0","0","0","内蒙古自治区","内蒙古"
"163","75","0","30","4","45","-4","20200223","0","0","0","0","内蒙古自治区","内蒙古"
"164","75","0","34","4","41","-4","20200224","0","0","0","0","内蒙古自治区","内蒙古"
"165","75","0","35","1","40","-1","20200225","0","0","0","0","内蒙古自治区","内蒙古"
"166","75","0","38","3","37","-3","20200226","0","0","0","0","内蒙古自治区","内蒙古"
"167","75","0","43","5","32","-5","20200227","0","0","0","0","内蒙古自治区","内蒙古"
"168","75","0","46","3","29","-3","20200228","0","0","0","0","内蒙古自治区","内蒙古"
"169","75","0","51","5","24","-5","20200229","0","0","0","0","内蒙古自治区","内蒙古"
"170","75","0","52","1","23","-1","20200301","0","0","0","0","内蒙古自治区","内蒙古"
"171","75","0","54","2","20","-3","20200302","1","1","0","0","内蒙古自治区","内蒙古"
"172","75","0","59","5","15","-5","20200303","1","0","0","0","内蒙古自治区","内蒙古"
"173","75","0","63","4","11","-4","20200304","1","0","0","0","内蒙古自治区","内蒙古"
"174","75","0","65","2","9","-2","20200305","1","0","0","0","内蒙古自治区","内蒙古"
"175","75","0","65","0","9","0","20200306","1","0","0","0","内蒙古自治区","内蒙古"
"176","75","0","68","3","6","-3","20200307","1","0","0","0","内蒙古自治区","内蒙古"
"177","75","0","70","2","4","-2","20200308","1","0","0","0","内蒙古自治区","内蒙古"
"178","75","0","70","0","4","0","20200309","1","0","0","0","内蒙古自治区","内蒙古"
"179","75","0","70","0","4","0","20200310","1","0","0","0","内蒙古自治区","内蒙古"
"180","75","0","71","1","3","-1","20200311","1","0","0","0","内蒙古自治区","内蒙古"
"181","75","0","71","0","3","0","20200312","1","0","0","0","内蒙古自治区","内蒙古"
"182","75","0","71","0","3","0","20200313","1","0","0","0","内蒙古自治区","内蒙古"
"183","75","0","71","0","3","0","20200314","1","0","0","0","内蒙古自治区","内蒙古"
"184","75","0","71","0","3","0","20200315","1","0","0","0","内蒙古自治区","内蒙古"
"185","75","0","73","2","1","-2","20200316","1","0","0","0","内蒙古自治区","内蒙古"
"186","75","0","73","0","1","0","20200317","1","0","0","0","内蒙古自治区","内蒙古"
"187","75","0","74","1","0","-1","20200318","1","0","0","0","内蒙古自治区","内蒙古"
"188","75","0","74","0","0","0","20200319","1","0","0","0","内蒙古自治区","内蒙古"
"189","75","0","74","0","0","0","20200320","1","0","0","0","内蒙古自治区","内蒙古"
"190","75","0","74","0","0","0","20200321","1","0","0","0","内蒙古自治区","内蒙古"
"191","75","0","74","0","0","0","20200322","1","0","0","0","内蒙古自治区","内蒙古"
"192","75","0","74","0","0","0","20200323","1","0","0","0","内蒙古自治区","内蒙古"
"193","77","2","74","0","2","2","20200324","1","0","0","0","内蒙古自治区","内蒙古"
"194","89","12","74","0","14","12","20200325","1","0","0","0","内蒙古自治区","内蒙古"
"195","92","3","74","0","17","3","20200326","1","0","0","0","内蒙古自治区","内蒙古"
"196","94","2","74","0","19","2","20200327","1","0","0","0","内蒙古自治区","内蒙古"
"197","95","1","74","0","20","1","20200328","1","0","0","0","内蒙古自治区","内蒙古"
"198","97","2","74","0","22","2","20200329","1","0","0","0","内蒙古自治区","内蒙古"
"199","107","10","74","0","32","10","20200330","1","0","0","0","内蒙古自治区","内蒙古"
"200","111","4","74","0","36","4","20200331","1","0","0","0","内蒙古自治区","内蒙古"
"201","117","6","74","0","42","6","20200401","1","0","0","0","内蒙古自治区","内蒙古"
"202","117","0","74","0","42","0","20200402","1","0","0","0","内蒙古自治区","内蒙古"
"203","117","0","74","0","42","0","20200403","1","0","0","0","内蒙古自治区","内蒙古"
"204","117","0","74","0","42","0","20200404","1","0","0","0","内蒙古自治区","内蒙古"
"205","118","1","74","0","43","1","20200405","1","0","0","0","内蒙古自治区","内蒙古"
"206","121","3","74","0","46","3","20200406","1","0","0","0","内蒙古自治区","内蒙古"
"207","124","3","74","0","49","3","20200407","1","0","0","0","内蒙古自治区","内蒙古"
"208","126","2","79","5","46","-3","20200408","1","0","0","0","内蒙古自治区","内蒙古"
"209","128","2","79","0","48","2","20200409","1","0","0","0","内蒙古自治区","内蒙古"
"210","155","27","79","0","75","27","20200410","1","0","0","0","内蒙古自治区","内蒙古"
"211","155","0","83","4","71","-4","20200411","1","0","0","0","内蒙古自治区","内蒙古"
"212","190","35","83","0","106","35","20200412","1","0","34","34","内蒙古自治区","内蒙古"
"213","190","0","91","8","98","-8","20200413","1","0","34","0","内蒙古自治区","内蒙古"
"214","190","0","94","3","95","-3","20200414","1","0","34","0","内蒙古自治区","内蒙古"
"215","193","3","94","0","98","3","20200415","1","0","34","0","内蒙古自治区","内蒙古"
"216","193","0","103","9","89","-9","20200416","1","0","34","0","内蒙古自治区","内蒙古"
"217","193","0","104","1","88","-1","20200417","1","0","34","0","内蒙古自治区","内蒙古"
"218","193","0","104","0","88","0","20200418","1","0","34","0","内蒙古自治区","内蒙古"
"219","194","1","104","0","89","1","20200419","1","0","34","0","内蒙古自治区","内蒙古"
"220","194","0","108","4","85","-4","20200420","1","0","34","0","内蒙古自治区","内蒙古"
"221","194","0","108","0","85","0","20200421","1","0","34","0","内蒙古自治区","内蒙古"
"222","194","0","108","0","85","0","20200422","1","0","34","0","内蒙古自治区","内蒙古"
"223","194","0","108","0","85","0","20200423","1","0","34","0","内蒙古自治区","内蒙古"
"224","194","0","114","6","79","-6","20200424","1","0","34","0","内蒙古自治区","内蒙古"
"225","198","4","121","7","76","-3","20200425","1","0","34","0","内蒙古自治区","内蒙古"
"226","198","0","129","8","68","-8","20200426","1","0","34","0","内蒙古自治区","内蒙古"
"227","199","1","145","16","53","-15","20200427","1","0","34","0","内蒙古自治区","内蒙古"
"228","199","0","146","1","52","-1","20200428","1","0","34","0","内蒙古自治区","内蒙古"
"229","200","1","150","4","49","-3","20200429","1","0","34","0","内蒙古自治区","内蒙古"
"230","201","1","152","2","48","-1","20200430","1","0","34","0","内蒙古自治区","内蒙古"
"231","201","0","154","2","46","-2","20200501","1","0","34","0","内蒙古自治区","内蒙古"
"232","201","0","154","0","46","0","20200502","1","0","34","0","内蒙古自治区","内蒙古"
"233","201","0","156","2","44","-2","20200503","1","0","34","0","内蒙古自治区","内蒙古"
"234","201","0","160","4","40","-4","20200504","1","0","34","0","内蒙古自治区","内蒙古"
"235","201","0","167","7","33","-7","20200505","1","0","34","0","内蒙古自治区","内蒙古"
"236","201","0","171","4","29","-4","20200506","1","0","34","0","内蒙古自治区","内蒙古"
"237","201","0","172","1","28","-1","20200507","1","0","34","0","内蒙古自治区","内蒙古"
"238","201","0","175","3","25","-3","20200508","1","0","34","0","内蒙古自治区","内蒙古"
"239","201","0","184","9","16","-9","20200509","1","0","34","0","内蒙古自治区","内蒙古"
"240","208","7","187","3","20","4","20200510","1","0","34","0","内蒙古自治区","内蒙古"
"241","209","1","188","1","20","0","20200511","1","0","34","0","内蒙古自治区","内蒙古"
"242","209","0","190","2","18","-2","20200512","1","0","34","0","内蒙古自治区","内蒙古"
"243","209","0","190","0","18","0","20200513","1","0","34","0","内蒙古自治区","内蒙古"
"244","209","0","194","4","14","-4","20200514","1","0","34","0","内蒙古自治区","内蒙古"
"245","209","0","196","2","12","-2","20200515","1","0","34","0","内蒙古自治区","内蒙古"
"246","209","0","196","0","12","0","20200516","1","0","34","0","内蒙古自治区","内蒙古"
"247","213","4","196","0","16","4","20200517","1","0","34","0","内蒙古自治区","内蒙古"
"248","216","3","196","0","19","3","20200518","1","0","34","0","内蒙古自治区","内蒙古"
"249","217","1","196","0","20","1","20200519","1","0","34","0","内蒙古自治区","内蒙古"
"250","217","0","197","1","19","-1","20200520","1","0","34","0","内蒙古自治区","内蒙古"
"251","217","0","199","2","17","-2","20200521","1","0","34","0","内蒙古自治区","内蒙古"
"252","217","0","199","0","17","0","20200522","1","0","34","0","内蒙古自治区","内蒙古"
"253","217","0","199","0","17","0","20200523","1","0","34","0","内蒙古自治区","内蒙古"
"254","227","10","201","2","25","8","20200524","1","0","34","0","内蒙古自治区","内蒙古"
"255","232","5","204","3","27","2","20200525","1","0","34","0","内蒙古自治区","内蒙古"
"256","232","0","205","1","26","-1","20200526","1","0","34","0","内蒙古自治区","内蒙古"
"257","232","0","205","0","26","0","20200527","1","0","34","0","内蒙古自治区","内蒙古"
"258","232","0","205","0","26","0","20200528","1","0","34","0","内蒙古自治区","内蒙古"
"259","232","0","205","0","26","0","20200529","1","0","34","0","内蒙古自治区","内蒙古"
"260","232","0","206","1","25","-1","20200530","1","0","34","0","内蒙古自治区","内蒙古"
"261","235","3","207","1","27","2","20200531","1","0","34","0","内蒙古自治区","内蒙古"
"262","7","7","0","0","7","7","20200122","0","0","0","0","四川省","四川"
"263","15","8","0","0","15","8","20200123","0","0","0","0","四川省","四川"
"264","28","13","0","0","28","13","20200124","0","0","0","0","四川省","四川"
"265","44","16","0","0","44","16","20200125","0","0","0","0","四川省","四川"
"266","69","25","0","0","69","25","20200126","0","0","0","0","四川省","四川"
"267","90","21","0","0","90","21","20200127","0","0","0","0","四川省","四川"
"268","108","18","0","0","108","18","20200128","0","0","0","0","四川省","四川"
"269","142","34","1","1","140","32","20200129","1","1","0","0","四川省","四川"
"270","177","35","1","0","175","35","20200130","1","0","0","0","四川省","四川"
"271","207","30","3","2","203","28","20200131","1","0","0","0","四川省","四川"
"272","231","24","3","0","227","24","20200201","1","0","0","0","四川省","四川"
"273","254","23","12","9","241","14","20200202","1","0","0","0","四川省","四川"
"274","282","28","14","2","267","26","20200203","1","0","0","0","四川省","四川"
"275","301","19","23","9","277","10","20200204","1","0","0","0","四川省","四川"
"276","321","20","27","4","293","16","20200205","1","0","0","0","四川省","四川"
"277","344","23","37","10","306","13","20200206","1","0","0","0","四川省","四川"
"278","363","19","50","13","312","6","20200207","1","0","0","0","四川省","四川"
"279","386","23","60","10","325","13","20200208","1","0","0","0","四川省","四川"
"280","405","19","76","16","328","3","20200209","1","0","0","0","四川省","四川"
"281","417","12","82","6","334","6","20200210","1","0","0","0","四川省","四川"
"282","436","19","85","3","350","16","20200211","1","0","0","0","四川省","四川"
"283","451","15","93","8","357","7","20200212","1","0","0","0","四川省","四川"
"284","463","12","105","12","357","0","20200213","1","0","0","0","四川省","四川"
"285","470","7","115","10","354","-3","20200214","1","0","0","0","四川省","四川"
"286","481","11","127","12","351","-3","20200215","3","2","0","0","四川省","四川"
"287","495","14","136","9","356","5","20200216","3","0","0","0","四川省","四川"
"288","508","13","163","27","342","-14","20200217","3","0","0","0","四川省","四川"
"289","514","6","177","14","334","-8","20200218","3","0","0","0","四川省","四川"
"290","520","6","198","21","319","-15","20200219","3","0","0","0","四川省","四川"
"291","525","5","222","24","300","-19","20200220","3","0","0","0","四川省","四川"
"292","526","1","242","20","281","-19","20200221","3","0","0","0","四川省","四川"
"293","526","0","256","14","267","-14","20200222","3","0","0","0","四川省","四川"
"294","527","1","263","7","261","-6","20200223","3","0","0","0","四川省","四川"
"295","529","2","278","15","248","-13","20200224","3","0","0","0","四川省","四川"
"296","531","2","292","14","236","-12","20200225","3","0","0","0","四川省","四川"
"297","534","3","310","18","221","-15","20200226","3","0","0","0","四川省","四川"
"298","538","4","326","16","209","-12","20200227","3","0","0","0","四川省","四川"
"299","538","0","350","24","185","-24","20200228","3","0","0","0","四川省","四川"
"300","538","0","363","13","172","-13","20200229","3","0","0","0","四川省","四川"
"301","538","0","378","15","157","-15","20200301","3","0","0","0","四川省","四川"
"302","538","0","389","11","146","-11","20200302","3","0","0","0","四川省","四川"
"303","538","0","400","11","135","-11","20200303","3","0","0","0","四川省","四川"
"304","539","1","418","18","118","-17","20200304","3","0","0","0","四川省","四川"
"305","539","0","428","10","108","-10","20200305","3","0","0","0","四川省","四川"
"306","539","0","448","20","88","-20","20200306","3","0","0","0","四川省","四川"
"307","539","0","457","9","79","-9","20200307","3","0","0","0","四川省","四川"
"308","539","0","465","8","71","-8","20200308","3","0","0","0","四川省","四川"
"309","539","0","470","5","66","-5","20200309","3","0","0","0","四川省","四川"
"310","539","0","484","14","52","-14","20200310","3","0","0","0","四川省","四川"
"311","539","0","494","10","42","-10","20200311","3","0","0","0","四川省","四川"
"312","539","0","500","6","36","-6","20200312","3","0","0","0","四川省","四川"
"313","539","0","510","10","26","-10","20200313","3","0","0","0","四川省","四川"
"314","539","0","515","5","21","-5","20200314","3","0","0","0","四川省","四川"
"315","539","0","516","1","20","-1","20200315","3","0","0","0","四川省","四川"
"316","539","0","520","4","16","-4","20200316","3","0","0","0","四川省","四川"
"317","540","1","525","5","12","-4","20200317","3","0","0","0","四川省","四川"
"318","540","0","531","6","6","-6","20200318","3","0","0","0","四川省","四川"
"319","541","1","536","5","2","-4","20200319","3","0","0","0","四川省","四川"
"320","542","1","536","0","3","1","20200320","3","0","0","0","四川省","四川"
"321","543","1","536","0","4","1","20200321","3","0","0","0","四川省","四川"
"322","543","0","536","0","4","0","20200322","3","0","0","0","四川省","四川"
"323","545","2","536","0","6","2","20200323","3","0","0","0","四川省","四川"
"324","547","2","536","0","8","2","20200324","3","0","2","2","四川省","四川"
"325","547","0","536","0","8","0","20200325","3","0","2","0","四川省","四川"
"326","548","1","536","0","9","1","20200326","3","0","2","0","四川省","四川"
"327","548","0","536","0","9","0","20200327","3","0","2","0","四川省","四川"
"328","550","2","536","0","11","2","20200328","3","0","2","0","四川省","四川"
"329","550","0","536","0","11","0","20200329","3","0","11","9","四川省","四川"
"330","550","0","536","0","11","0","20200330","3","0","11","0","四川省","四川"
"331","552","2","536","0","13","2","20200331","3","0","13","2","四川省","四川"
"332","554","2","537","1","14","1","20200401","3","0","13","0","四川省","四川"
"333","555","1","537","0","15","1","20200402","3","0","0","-13","四川省","四川"
"334","557","2","538","1","16","1","20200403","3","0","0","0","四川省","四川"
"335","558","1","539","1","16","0","20200404","3","0","13","13","四川省","四川"
"336","559","1","540","1","16","0","20200405","3","0","13","0","四川省","四川"
"337","560","1","541","1","16","0","20200406","3","0","13","0","四川省","四川"
"338","560","0","541","0","16","0","20200407","3","0","0","-13","四川省","四川"
"339","560","0","541","0","16","0","20200408","3","0","0","0","四川省","四川"
"340","560","0","546","5","11","-5","20200409","3","0","13","13","四川省","四川"
"341","560","0","547","1","10","-1","20200410","3","0","13","0","四川省","四川"
"342","560","0","547","0","10","0","20200411","3","0","13","0","四川省","四川"
"343","560","0","548","1","9","-1","20200412","3","0","13","0","四川省","四川"
"344","560","0","548","0","9","0","20200413","3","0","13","0","四川省","四川"
"345","560","0","550","2","7","-2","20200414","3","0","13","0","四川省","四川"
"346","560","0","552","2","5","-2","20200415","3","0","13","0","四川省","四川"
"347","560","0","552","0","5","0","20200416","3","0","13","0","四川省","四川"
"348","561","1","553","1","5","0","20200417","3","0","13","0","四川省","四川"
"349","561","0","554","1","4","-1","20200418","3","0","13","0","四川省","四川"
"350","561","0","554","0","4","0","20200419","3","0","13","0","四川省","四川"
"351","561","0","554","0","4","0","20200420","3","0","13","0","四川省","四川"
"352","561","0","556","2","2","-2","20200421","3","0","13","0","四川省","四川"
"353","561","0","557","1","1","-1","20200422","3","0","13","0","四川省","四川"
"354","561","0","558","1","0","-1","20200423","3","0","13","0","四川省","四川"
"355","561","0","558","0","0","0","20200424","3","0","13","0","四川省","四川"
"356","561","0","558","0","0","0","20200425","3","0","13","0","四川省","四川"
"357","561","0","558","0","0","0","20200426","3","0","13","0","四川省","四川"
"358","561","0","558","0","0","0","20200427","3","0","13","0","四川省","四川"
"359","561","0","558","0","0","0","20200428","3","0","13","0","四川省","四川"
"360","561","0","558","0","0","0","20200429","3","0","13","0","四川省","四川"
"361","561","0","558","0","0","0","20200430","3","0","13","0","四川省","四川"
"362","561","0","558","0","0","0","20200501","3","0","13","0","四川省","四川"
