"id","confirmedCount","confirmedIncr","curedCount","curedIncr","currentConfirmedCount","currentConfirmedIncr","dateId","deadCount","deadIncr","suspectedCount","suspectedCountIncr","countryName","countryShortCode","continent"
"32","35","0","0","0","35","0","20200223","0","0","0","0","美国","USA","北美洲"
"33","35","0","0","0","35","0","20200224","0","0","0","0","美国","USA","北美洲"
"34","53","18","0","0","53","18","20200225","0","0","0","0","美国","USA","北美洲"
"35","53","0","0","0","53","0","20200226","0","0","0","0","美国","USA","北美洲"
"36","59","6","0","0","59","6","20200227","0","0","0","0","美国","USA","北美洲"
"37","59","0","0","0","59","0","20200228","0","0","0","0","美国","USA","北美洲"
"38","62","3","0","0","62","3","20200229","0","0","0","0","美国","USA","北美洲"
"39","62","0","0","0","62","0","20200301","0","0","0","0","美国","USA","北美洲"
"40","62","0","0","0","62","0","20200302","0","0","0","0","美国","USA","北美洲"
"41","64","2","0","0","62","0","20200303","2","2","0","0","美国","USA","北美洲"
"42","108","44","0","0","102","40","20200304","6","4","0","0","美国","USA","北美洲"
"43","129","21","0","0","120","18","20200305","9","3","0","0","美国","USA","北美洲"
"44","148","19","0","0","138","18","20200306","10","1","0","0","美国","USA","北美洲"
"45","213","65","0","0","202","64","20200307","11","1","0","0","美国","USA","北美洲"
"46","213","0","0","0","202","0","20200308","11","0","0","0","美国","USA","北美洲"
"47","213","0","0","0","202","0","20200309","11","0","0","0","美国","USA","北美洲"
"48","472","259","0","0","453","251","20200310","19","8","0","0","美国","USA","北美洲"
"49","696","224","0","0","671","218","20200311","25","6","0","0","美国","USA","北美洲"
"50","987","291","0","0","958","287","20200312","29","4","0","0","美国","USA","北美洲"
"51","1264","277","0","0","1228","270","20200313","36","7","0","0","美国","USA","北美洲"
"52","2033","769","0","0","1986","758","20200314","47","11","0","0","美国","USA","北美洲"
"53","2655","622","10","10","2589","603","20200315","56","9","0","0","美国","USA","北美洲"
"54","3244","589","10","0","3172","583","20200316","62","6","0","0","美国","USA","北美洲"
"55","4629","1385","48","38","4491","1319","20200317","90","28","0","0","美国","USA","北美洲"
"56","6331","1702","74","26","6152","1661","20200318","105","15","0","0","美国","USA","北美洲"
"57","13842","7511","121","47","13513","7361","20200319","208","103","0","0","美国","USA","北美洲"
"58","19101","5259","121","0","18736","5223","20200320","244","36","0","0","美国","USA","北美洲"
"59","25493","6392","171","50","25021","6285","20200321","301","57","0","0","美国","USA","北美洲"
"60","33073","7580","178","7","32486","7465","20200322","409","108","0","0","美国","USA","北美洲"
"61","43214","10141","178","0","42503","10017","20200323","533","124","0","0","美国","USA","北美洲"
"62","53588","10374","333","155","52552","10049","20200324","703","170","0","0","美国","USA","北美洲"
"63","65778","12190","361","28","64475","11923","20200325","942","239","0","0","美国","USA","北美洲"
"64","83507","17729","680","319","81626","17151","20200326","1201","259","0","0","美国","USA","北美洲"
"65","101657","18150","869","189","99207","17581","20200327","1581","380","0","0","美国","USA","北美洲"
"66","121117","19460","991","122","118116","18909","20200328","2010","429","0","0","美国","USA","北美洲"
"67","140886","19769","2665","1674","135754","17638","20200329","2467","457","0","0","美国","USA","北美洲"
"68","160020","19134","4865","2200","152202","16448","20200330","2953","486","0","0","美国","USA","北美洲"
"69","186265","26245","6910","2045","175545","23343","20200331","3810","857","0","0","美国","USA","北美洲"
"70","213372","27107","8434","1524","200181","24636","20200401","4757","947","0","0","美国","USA","北美洲"
"71","242182","28810","8991","557","227341","27160","20200402","5850","1093","0","0","美国","USA","北美洲"
"72","276995","34813","9772","781","259817","32476","20200403","7406","1556","0","0","美国","USA","北美洲"
"73","308850","31855","14652","4880","285791","25974","20200404","8407","1001","0","0","美国","USA","北美洲"
"74","335524","26674","17266","2614","308696","22905","20200405","9562","1155","0","0","美国","USA","北美洲"
"75","362759","27235","17582","316","334488","25792","20200406","10689","1127","0","0","美国","USA","北美洲"
"76","396223","33464","21849","4267","361530","27042","20200407","12844","2155","0","0","美国","USA","北美洲"
"77","423135","26912","22539","690","386206","24676","20200408","14390","1546","0","0","美国","USA","北美洲"
"78","462135","39000","25410","2871","420212","34006","20200409","16513","2123","0","0","美国","USA","北美洲"
"79","496535","34400","28790","3380","449159","28947","20200410","18586","2073","0","0","美国","USA","北美洲"
"80","526396","29861","31270","2480","474663","25504","20200411","20463","1877","0","0","美国","USA","北美洲"
"81","550016","23620","32314","1044","495969","21306","20200412","21733","1270","0","0","美国","USA","北美洲"
"82","581679","31663","43738","11424","514337","18368","20200413","23604","1871","0","0","美国","USA","北美洲"
"83","602989","21310","46515","2777","530899","16562","20200414","25575","1971","0","0","美国","USA","北美洲"
"84","636350","33361","52096","5581","555928","25029","20200415","28326","2751","0","0","美国","USA","北美洲"
"85","667225","30875","54378","2282","579979","24051","20200416","32868","4542","0","0","美国","USA","北美洲"
"86","700282","33057","58587","4209","604873","24894","20200417","36822","3954","0","0","美国","USA","北美洲"
"87","732197","31915","64840","6253","628693","23820","20200418","38664","1842","0","0","美国","USA","北美洲"
"88","755533","23336","67172","2332","647900","19207","20200419","40461","1797","0","0","美国","USA","北美洲"
"89","783290","27757","72015","4843","669403","21503","20200420","41872","1411","0","0","美国","USA","北美洲"
"90","823257","39967","75179","3164","703273","33870","20200421","44805","2933","0","0","美国","USA","北美洲"
"91","837947","14690","77340","2161","714110","10837","20200422","46497","1692","0","0","美国","USA","北美洲"
"92","873137","35190","79938","2598","743451","29341","20200423","49748","3251","0","0","美国","USA","北美洲"
"93","890524","17387","96677","16739","742830","-621","20200424","51017","1269","0","0","美国","USA","北美洲"
"94","936293","45769","99792","3115","782990","40160","20200425","53511","2494","0","0","美国","USA","北美洲"
"95","963379","27086","106946","7154","801623","18633","20200426","54810","1299","0","0","美国","USA","北美洲"
"96","985443","22064","111109","4163","818190","16567","20200427","56144","1334","0","0","美国","USA","北美洲"
"97","1011600","26157","115398","4289","837859","19669","20200428","58343","2199","0","0","美国","USA","北美洲"
"98","1037526","25926","120433","5035","856247","18388","20200429","60846","2503","0","0","美国","USA","北美洲"
"99","1067289","29763","125949","5516","878470","22223","20200430","62870","2024","0","0","美国","USA","北美洲"
"100","1102703","35414","164015","38066","873899","-4571","20200501","64789","1919","0","0","美国","USA","北美洲"
"101","1127712","25009","175382","11367","886255","12356","20200502","66075","1286","0","0","美国","USA","北美洲"
"102","1156924","29212","180152","4770","909274","23019","20200503","67498","1423","0","0","美国","USA","北美洲"
"103","1178906","21982","187180","7028","923037","13763","20200504","68689","1191","0","0","美国","USA","北美洲"
"104","1203673","24767","189791","2611","942851","19814","20200505","71031","2342","0","0","美国","USA","北美洲"
"105","1223468","19795","189910","119","960519","17668","20200506","73039","2008","0","0","美国","USA","北美洲"
"106","1254740","31272","195036","5126","984161","23642","20200507","75543","2504","0","0","美国","USA","北美洲"
"107","1283829","29089","198993","3957","1007658","23497","20200508","77178","1635","0","0","美国","USA","北美洲"
"108","1307676","23847","212534","13541","1016449","8791","20200509","78693","1515","0","0","美国","USA","北美洲"
"109","1328201","20525","216169","3635","1032524","16075","20200510","79508","815","0","0","美国","USA","北美洲"
"110","1336163","7962","232733","16564","1023133","-9391","20200511","80297","789","0","0","美国","USA","北美洲"
"111","1369314","33151","230287","-2446","1056687","33554","20200512","82340","2043","0","0","美国","USA","北美洲"
"112","1388936","19622","243430","13143","1061715","5028","20200513","83791","1451","0","0","美国","USA","北美洲"
"113","2","2","0","0","2","2","20200201","0","0","0","0","英国","GBR","欧洲"
"114","2","0","0","0","2","0","20200202","0","0","0","0","英国","GBR","欧洲"
"115","2","0","0","0","2","0","20200203","0","0","0","0","英国","GBR","欧洲"
"116","2","0","0","0","2","0","20200204","0","0","0","0","英国","GBR","欧洲"
"117","2","0","0","0","2","0","20200205","0","0","0","0","英国","GBR","欧洲"
"118","2","0","0","0","2","0","20200206","0","0","0","0","英国","GBR","欧洲"
"119","3","1","0","0","3","1","20200207","0","0","0","0","英国","GBR","欧洲"
"120","3","0","0","0","3","0","20200208","0","0","0","0","英国","GBR","欧洲"
"121","3","0","0","0","3","0","20200209","0","0","0","0","英国","GBR","欧洲"
"122","4","1","0","0","4","1","20200210","0","0","0","0","英国","GBR","欧洲"
"123","8","4","0","0","8","4","20200211","0","0","0","0","英国","GBR","欧洲"
"124","8","0","0","0","8","0","20200212","0","0","0","0","英国","GBR","欧洲"
"125","9","1","0","0","9","1","20200213","0","0","0","0","英国","GBR","欧洲"
"126","9","0","0","0","9","0","20200214","0","0","0","0","英国","GBR","欧洲"
"127","9","0","0","0","9","0","20200215","0","0","0","0","英国","GBR","欧洲"
"128","9","0","0","0","9","0","20200216","0","0","0","0","英国","GBR","欧洲"
"129","9","0","0","0","9","0","20200217","0","0","0","0","英国","GBR","欧洲"
"130","9","0","0","0","9","0","20200218","0","0","0","0","英国","GBR","欧洲"
"131","9","0","0","0","9","0","20200219","0","0","0","0","英国","GBR","欧洲"
"132","9","0","0","0","9","0","20200220","0","0","0","0","英国","GBR","欧洲"
"133","9","0","0","0","9","0","20200221","0","0","0","0","英国","GBR","欧洲"
"134","9","0","0","0","9","0","20200222","0","0","0","0","英国","GBR","欧洲"
"135","9","0","0","0","9","0","20200223","0","0","0","0","英国","GBR","欧洲"
"136","9","0","0","0","9","0","20200224","0","0","0","0","英国","GBR","欧洲"
"137","13","4","0","0","13","4","20200225","0","0","0","0","英国","GBR","欧洲"
"138","13","0","0","0","13","0","20200226","0","0","0","0","英国","GBR","欧洲"
"139","13","0","0","0","13","0","20200227","0","0","0","0","英国","GBR","欧洲"
"140","16","3","0","0","16","3","20200228","0","0","0","0","英国","GBR","欧洲"
"141","20","4","0","0","20","4","20200229","0","0","0","0","英国","GBR","欧洲"
"142","23","3","0","0","23","3","20200301","0","0","0","0","英国","GBR","欧洲"
"143","36","13","0","0","36","13","20200302","0","0","0","0","英国","GBR","欧洲"
"144","39","3","0","0","39","3","20200303","0","0","0","0","英国","GBR","欧洲"
"145","51","12","0","0","51","12","20200304","0","0","0","0","英国","GBR","欧洲"
"146","89","38","0","0","89","38","20200305","0","0","0","0","英国","GBR","欧洲"
"147","118","29","0","0","118","29","20200306","0","0","0","0","英国","GBR","欧洲"
"148","167","49","0","0","166","48","20200307","1","1","0","0","英国","GBR","欧洲"
"149","210","43","0","0","208","42","20200308","2","1","0","0","英国","GBR","欧洲"
"150","277","67","0","0","275","67","20200309","2","0","0","0","英国","GBR","欧洲"
"151","323","46","0","0","320","45","20200310","3","1","0","0","英国","GBR","欧洲"
"152","373","50","0","0","367","47","20200311","6","3","0","0","英国","GBR","欧洲"
"153","460","87","0","0","454","87","20200312","6","0","0","0","英国","GBR","欧洲"
"154","594","134","0","0","586","132","20200313","8","2","0","0","英国","GBR","欧洲"
"155","802","208","0","0","792","206","20200314","10","2","0","0","英国","GBR","欧洲"
"156","1144","342","18","18","1105","313","20200315","21","11","0","0","英国","GBR","欧洲"
"157","1395","251","18","0","1342","237","20200316","35","14","0","0","英国","GBR","欧洲"
"158","1547","152","18","0","1474","132","20200317","55","20","0","0","英国","GBR","欧洲"
"159","1954","407","52","34","1847","373","20200318","55","0","0","0","英国","GBR","欧洲"
"160","3269","1315","79","27","3046","1199","20200319","144","89","0","0","英国","GBR","欧洲"
"161","3983","714","79","0","3727","681","20200320","177","33","0","0","英国","GBR","欧洲"
"162","5018","1035","79","0","4706","979","20200321","233","56","0","0","英国","GBR","欧洲"
"163","5683","665","93","14","5309","603","20200322","281","48","0","0","英国","GBR","欧洲"
"164","6650","967","135","42","6180","871","20200323","335","54","0","0","英国","GBR","欧洲"
"165","8077","1427","135","0","7520","1340","20200324","422","87","0","0","英国","GBR","欧洲"
"166","9529","1452","135","0","8929","1409","20200325","465","43","0","0","英国","GBR","欧洲"
"167","11772","2243","135","0","11059","2130","20200326","578","113","0","0","英国","GBR","欧洲"
"168","14579","2807","135","0","13685","2626","20200327","759","181","0","0","英国","GBR","欧洲"
"169","17089","2510","135","0","15935","2250","20200328","1019","260","0","0","英国","GBR","欧洲"
"170","19522","2433","135","0","18159","2224","20200329","1228","209","0","0","英国","GBR","欧洲"
"171","22141","2619","135","0","20598","2439","20200330","1408","180","0","0","英国","GBR","欧洲"
"172","25150","3009","135","0","23226","2628","20200331","1789","381","0","0","英国","GBR","欧洲"
"173","29474","4324","135","0","26987","3761","20200401","2352","563","0","0","英国","GBR","欧洲"
"174","33718","4244","135","0","30662","3675","20200402","2921","569","0","0","英国","GBR","欧洲"
"175","38168","4450","135","0","33583","2921","20200403","4450","1529","0","0","英国","GBR","欧洲"
"176","41903","3735","135","0","37455","3872","20200404","4313","-137","0","0","英国","GBR","欧洲"
"177","47806","5903","135","0","42737","5282","20200405","4934","621","0","0","英国","GBR","欧洲"
"178","51608","3802","135","0","46100","3363","20200406","5373","439","0","0","英国","GBR","欧洲"
"179","55242","3634","135","0","48948","2848","20200407","6159","786","0","0","英国","GBR","欧洲"
"180","60733","5491","135","0","53501","4553","20200408","7097","938","0","0","英国","GBR","欧洲"
"181","65077","4344","135","0","56964","3463","20200409","7978","881","0","0","英国","GBR","欧洲"
"182","70272","5195","135","0","62159","5195","20200410","7978","0","0","0","英国","GBR","欧洲"
"183","78991","8719","135","0","68981","6822","20200411","9875","1897","0","0","英国","GBR","欧洲"
"184","84279","5288","344","209","73323","4342","20200412","10612","737","0","0","英国","GBR","欧洲"
"185","88621","4342","344","0","76948","3625","20200413","11329","717","0","0","英国","GBR","欧洲"
"186","93873","5252","344","0","81422","4474","20200414","12107","778","0","0","英国","GBR","欧洲"
"187","98476","4603","344","0","85264","3842","20200415","12868","761","0","0","英国","GBR","欧洲"
"188","103093","4617","344","0","89020","3756","20200416","13729","861","0","0","英国","GBR","欧洲"
"189","108692","5599","344","0","93772","4752","20200417","14576","847","0","0","英国","GBR","欧洲"
"190","114217","5525","344","0","98409","4637","20200418","15464","888","0","0","英国","GBR","欧洲"
"191","120067","5850","344","0","103663","5254","20200419","16060","596","0","0","英国","GBR","欧洲"
"192","124743","4676","344","0","107890","4227","20200420","16509","449","0","0","英国","GBR","欧洲"
"193","129044","4301","344","0","111363","3473","20200421","17337","828","0","0","英国","GBR","欧洲"
"194","133495","4451","344","0","115051","3688","20200422","18100","763","0","0","英国","GBR","欧洲"
"195","138078","4583","344","0","118996","3945","20200423","18738","638","0","0","英国","GBR","欧洲"
"196","143464","5386","344","0","123614","4618","20200424","19506","768","0","0","英国","GBR","欧洲"
"197","148377","4913","344","0","127714","4100","20200425","20319","813","0","0","英国","GBR","欧洲"
"198","152840","4463","344","0","131764","4050","20200426","20732","413","0","0","英国","GBR","欧洲"
"199","157149","4309","344","0","135713","3949","20200427","21092","360","0","0","英国","GBR","欧洲"
"200","161145","3996","344","0","139123","3410","20200428","21678","586","0","0","英国","GBR","欧洲"
"201","161145","0","344","0","139123","0","20200429","21678","0","0","0","英国","GBR","欧洲"
"202","171253","10108","344","0","144138","5015","20200430","26771","5093","0","0","英国","GBR","欧洲"
"203","177454","6201","344","0","149600","5462","20200501","27510","739","0","0","英国","GBR","欧洲"
"204","182260","4806","344","0","153785","4185","20200502","28131","621","0","0","英国","GBR","欧洲"
"205","186599","4339","344","0","157809","4024","20200503","28446","315","0","0","英国","GBR","欧洲"
"206","190584","3985","344","0","161506","3697","20200504","28734","288","0","0","英国","GBR","欧洲"
"207","194990","4406","344","0","165219","3713","20200505","29427","693","0","0","英国","GBR","欧洲"
"208","201101","6111","344","0","170681","5462","20200506","30076","649","0","0","英国","GBR","欧洲"
"209","206715","5614","344","0","175756","5075","20200507","30615","539","0","0","英国","GBR","欧洲"
"210","211364","4649","539","195","179584","3828","20200508","31241","626","0","0","英国","GBR","欧洲"
"211","215260","3896","539","0","183134","3550","20200509","31587","346","0","0","英国","GBR","欧洲"
"212","219183","3923","539","0","186789","3655","20200510","31855","268","0","0","英国","GBR","欧洲"
"213","223060","3877","539","0","190456","3667","20200511","32065","210","0","0","英国","GBR","欧洲"
"214","226463","3403","539","0","193232","2776","20200512","32692","627","0","0","英国","GBR","欧洲"
"215","229705","3242","539","0","195980","2748","20200513","33186","494","0","0","英国","GBR","欧洲"
"216","2","2","0","0","2","2","20200201","0","0","0","0","俄罗斯","RUS","欧洲"
"217","2","0","0","0","2","0","20200202","0","0","0","0","俄罗斯","RUS","欧洲"
"218","2","0","0","0","2","0","20200203","0","0","0","0","俄罗斯","RUS","欧洲"
"219","2","0","0","0","2","0","20200204","0","0","0","0","俄罗斯","RUS","欧洲"
"220","2","0","0","0","2","0","20200205","0","0","0","0","俄罗斯","RUS","欧洲"
"221","2","0","0","0","2","0","20200206","0","0","0","0","俄罗斯","RUS","欧洲"
"222","2","0","0","0","2","0","20200207","0","0","0","0","俄罗斯","RUS","欧洲"
"223","2","0","0","0","2","0","20200208","0","0","0","0","俄罗斯","RUS","欧洲"
"224","2","0","0","0","2","0","20200209","0","0","0","0","俄罗斯","RUS","欧洲"
"225","2","0","0","0","2","0","20200210","0","0","0","0","俄罗斯","RUS","欧洲"
"226","2","0","0","0","2","0","20200211","0","0","0","0","俄罗斯","RUS","欧洲"
"227","2","0","0","0","2","0","20200212","0","0","0","0","俄罗斯","RUS","欧洲"
"228","2","0","0","0","2","0","20200213","0","0","0","0","俄罗斯","RUS","欧洲"
"229","2","0","0","0","2","0","20200214","0","0","0","0","俄罗斯","RUS","欧洲"
"230","2","0","0","0","2","0","20200215","0","0","0","0","俄罗斯","RUS","欧洲"
"231","2","0","0","0","2","0","20200216","0","0","0","0","俄罗斯","RUS","欧洲"
"232","2","0","0","0","2","0","20200217","0","0","0","0","俄罗斯","RUS","欧洲"
"233","2","0","0","0","2","0","20200218","0","0","0","0","俄罗斯","RUS","欧洲"
"234","2","0","0","0","2","0","20200219","0","0","0","0","俄罗斯","RUS","欧洲"
"235","2","0","0","0","2","0","20200220","0","0","0","0","俄罗斯","RUS","欧洲"
"236","2","0","0","0","2","0","20200221","0","0","0","0","俄罗斯","RUS","欧洲"
"237","2","0","0","0","2","0","20200222","0","0","0","0","俄罗斯","RUS","欧洲"
"238","2","0","0","0","2","0","20200223","0","0","0","0","俄罗斯","RUS","欧洲"
"239","2","0","0","0","2","0","20200224","0","0","0","0","俄罗斯","RUS","欧洲"
"240","2","0","0","0","2","0","20200225","0","0","0","0","俄罗斯","RUS","欧洲"
"241","2","0","0","0","2","0","20200226","0","0","0","0","俄罗斯","RUS","欧洲"
"242","2","0","0","0","2","0","20200227","0","0","0","0","俄罗斯","RUS","欧洲"
"243","2","0","0","0","2","0","20200228","0","0","0","0","俄罗斯","RUS","欧洲"
"244","2","0","0","0","2","0","20200229","0","0","0","0","俄罗斯","RUS","欧洲"
"245","2","0","0","0","2","0","20200301","0","0","0","0","俄罗斯","RUS","欧洲"
"246","2","0","0","0","2","0","20200302","0","0","0","0","俄罗斯","RUS","欧洲"
"247","3","1","0","0","3","1","20200303","0","0","0","0","俄罗斯","RUS","欧洲"
"248","3","0","0","0","3","0","20200304","0","0","0","0","俄罗斯","RUS","欧洲"
"249","3","0","0","0","3","0","20200305","0","0","0","0","俄罗斯","RUS","欧洲"
"250","4","1","0","0","4","1","20200306","0","0","0","0","俄罗斯","RUS","欧洲"
"251","7","3","0","0","7","3","20200307","0","0","0","0","俄罗斯","RUS","欧洲"
"252","7","0","0","0","7","0","20200308","0","0","0","0","俄罗斯","RUS","欧洲"
"253","7","0","0","0","7","0","20200309","0","0","0","0","俄罗斯","RUS","欧洲"
"254","7","0","0","0","7","0","20200310","0","0","0","0","俄罗斯","RUS","欧洲"
"255","7","0","0","0","7","0","20200311","0","0","0","0","俄罗斯","RUS","欧洲"
"256","20","13","0","0","20","13","20200312","0","0","0","0","俄罗斯","RUS","欧洲"
"257","34","14","0","0","34","14","20200313","0","0","0","0","俄罗斯","RUS","欧洲"
"258","34","0","0","0","34","0","20200314","0","0","0","0","俄罗斯","RUS","欧洲"
"259","34","0","3","3","31","-3","20200315","0","0","0","0","俄罗斯","RUS","欧洲"
"260","63","29","3","0","60","29","20200316","0","0","0","0","俄罗斯","RUS","欧洲"
"261","93","30","3","0","90","30","20200317","0","0","0","0","俄罗斯","RUS","欧洲"
"262","93","0","5","2","88","-2","20200318","0","0","0","0","俄罗斯","RUS","欧洲"
"263","199","106","8","3","190","102","20200319","1","1","0","0","俄罗斯","RUS","欧洲"
"264","253","54","8","0","244","54","20200320","1","0","0","0","俄罗斯","RUS","欧洲"
"265","306","53","16","8","289","45","20200321","1","0","0","0","俄罗斯","RUS","欧洲"
"266","396","90","16","0","379","90","20200322","1","0","0","0","俄罗斯","RUS","欧洲"
"267","438","42","17","1","420","41","20200323","1","0","0","0","俄罗斯","RUS","欧洲"
"268","495","57","17","0","477","57","20200324","1","0","0","0","俄罗斯","RUS","欧洲"
"269","658","163","29","12","628","151","20200325","1","0","0","0","俄罗斯","RUS","欧洲"
"270","840","182","38","9","800","172","20200326","2","1","0","0","俄罗斯","RUS","欧洲"
"271","1036","196","45","7","988","188","20200327","3","1","0","0","俄罗斯","RUS","欧洲"
"272","1264","228","49","4","1211","223","20200328","4","1","0","0","俄罗斯","RUS","欧洲"
"273","1534","270","64","15","1462","251","20200329","8","4","0","0","俄罗斯","RUS","欧洲"
"274","1836","302","66","2","1760","298","20200330","10","2","0","0","俄罗斯","RUS","欧洲"
"275","2337","501","121","55","2199","439","20200331","17","7","0","0","俄罗斯","RUS","欧洲"
"276","2777","440","190","69","2563","364","20200401","24","7","0","0","俄罗斯","RUS","欧洲"
"277","3548","771","235","45","3283","720","20200402","30","6","0","0","俄罗斯","RUS","欧洲"
"278","4149","601","281","46","3834","551","20200403","34","4","0","0","俄罗斯","RUS","欧洲"
"279","4731","582","333","52","4355","521","20200404","43","9","0","0","俄罗斯","RUS","欧洲"
"280","5389","658","355","22","4989","634","20200405","45","2","0","0","俄罗斯","RUS","欧洲"
"281","6343","954","406","51","5890","901","20200406","47","2","0","0","俄罗斯","RUS","欧洲"
"282","7497","1154","494","88","6945","1055","20200407","58","11","0","0","俄罗斯","RUS","欧洲"
"283","8672","1175","580","86","8029","1084","20200408","63","5","0","0","俄罗斯","RUS","欧洲"
"284","10131","1459","698","118","9357","1328","20200409","76","13","0","0","俄罗斯","RUS","欧洲"
"285","11917","1786","795","97","11028","1671","20200410","94","18","0","0","俄罗斯","RUS","欧洲"
"286","13584","1667","1045","250","12433","1405","20200411","106","12","0","0","俄罗斯","RUS","欧洲"
"287","15770","2186","1291","246","14349","1916","20200412","130","24","0","0","俄罗斯","RUS","欧洲"
"288","18328","2558","1470","179","16710","2361","20200413","148","18","0","0","俄罗斯","RUS","欧洲"
"289","21102","2774","1694","224","19238","2528","20200414","170","22","0","0","俄罗斯","RUS","欧洲"
"290","24490","3388","1986","292","22306","3068","20200415","198","28","0","0","俄罗斯","RUS","欧洲"
"291","27938","3448","2304","318","25402","3096","20200416","232","34","0","0","俄罗斯","RUS","欧洲"
"292","32008","4070","2590","286","29145","3743","20200417","273","41","0","0","俄罗斯","RUS","欧洲"
"293","36793","4785","3057","467","33423","4278","20200418","313","40","0","0","俄罗斯","RUS","欧洲"
"294","42853","6060","3291","234","39201","5778","20200419","361","48","0","0","俄罗斯","RUS","欧洲"
"295","47121","4268","3446","155","43270","4069","20200420","405","44","0","0","俄罗斯","RUS","欧洲"
"296","52763","5642","3873","427","48434","5164","20200421","456","51","0","0","俄罗斯","RUS","欧洲"
"297","57999","5236","4420","547","53066","4632","20200422","513","57","0","0","俄罗斯","RUS","欧洲"
"298","62773","4774","4891","471","57327","4261","20200423","555","42","0","0","俄罗斯","RUS","欧洲"
"299","68622","5849","5568","677","62439","5112","20200424","615","60","0","0","俄罗斯","RUS","欧洲"
"300","74588","5966","6250","682","67657","5218","20200425","681","66","0","0","俄罗斯","RUS","欧洲"
"301","80949","6361","6767","517","73435","5778","20200426","747","66","0","0","俄罗斯","RUS","欧洲"
"302","87147","6198","7346","579","79007","5572","20200427","794","47","0","0","俄罗斯","RUS","欧洲"
"303","93558","6411","8456","1110","84235","5228","20200428","867","73","0","0","俄罗斯","RUS","欧洲"
"304","99399","5841","10286","1830","88141","3906","20200429","972","105","0","0","俄罗斯","RUS","欧洲"
"305","106498","7099","11619","1333","93806","5665","20200430","1073","101","0","0","俄罗斯","RUS","欧洲"
"306","114431","7933","13220","1601","100042","6236","20200501","1169","96","0","0","俄罗斯","RUS","欧洲"
"307","124054","9623","15013","1793","107819","7777","20200502","1222","53","0","0","俄罗斯","RUS","欧洲"
"308","134687","10633","16639","1626","116768","8949","20200503","1280","58","0","0","俄罗斯","RUS","欧洲"
"309","145268","10581","18095","1456","125817","9049","20200504","1356","76","0","0","俄罗斯","RUS","欧洲"
"310","155370","10102","19865","1770","134054","8237","20200505","1451","95","0","0","俄罗斯","RUS","欧洲"
"311","165929","10559","21327","1462","143065","9011","20200506","1537","86","0","0","俄罗斯","RUS","欧洲"
"312","177160","11231","23803","2476","151732","8667","20200507","1625","88","0","0","俄罗斯","RUS","欧洲"
"313","187859","10699","26608","2805","159528","7796","20200508","1723","98","0","0","俄罗斯","RUS","欧洲"
"314","198676","10817","31916","5308","164933","5405","20200509","1827","104","0","0","俄罗斯","RUS","欧洲"
