"id","confirmedCount","confirmedIncr","curedCount","curedIncr","currentConfirmedCount","currentConfirmedIncr","dateId","deadCount","deadIncr","suspectedCount","suspectedCountIncr","provinceName","provinceShortName"
"42","100","0","37","1","61","-1","20200303","2","0","0","0","香港","香港"
"43","105","5","43","6","60","-1","20200304","2","0","0","0","香港","香港"
"44","105","0","46","3","57","-3","20200305","2","0","0","0","香港","香港"
"45","107","2","51","5","54","-3","20200306","2","0","0","0","香港","香港"
"46","109","2","55","4","52","-2","20200307","2","0","0","0","香港","香港"
"47","114","5","59","4","52","0","20200308","3","1","0","0","香港","香港"
"48","115","1","60","1","52","0","20200309","3","0","0","0","香港","香港"
"49","120","5","65","5","52","0","20200310","3","0","0","0","香港","香港"
"50","129","9","67","2","59","7","20200311","3","0","0","0","香港","香港"
"51","131","2","75","8","53","-6","20200312","3","0","0","0","香港","香港"
"52","137","6","78","3","55","2","20200313","4","1","0","0","香港","香港"
"53","141","4","81","3","56","1","20200314","4","0","0","0","香港","香港"
"54","149","8","84","3","61","5","20200315","4","0","0","0","香港","香港"
"55","157","8","88","4","65","4","20200316","4","0","0","0","香港","香港"
"56","167","10","92","4","71","6","20200317","4","0","0","0","香港","香港"
"57","192","25","95","3","93","22","20200318","4","0","0","0","香港","香港"
"58","208","16","98","3","106","13","20200319","4","0","0","0","香港","香港"
"59","256","48","98","0","154","48","20200320","4","0","0","0","香港","香港"
"60","273","17","100","2","169","15","20200321","4","0","0","0","香港","香港"
"61","317","44","100","0","213","44","20200322","4","0","0","0","香港","香港"
"62","356","39","101","1","251","38","20200323","4","0","0","0","香港","香港"
"63","386","30","102","1","280","29","20200324","4","0","0","0","香港","香港"
"64","410","24","106","4","300","20","20200325","4","0","24","24","香港","香港"
"65","453","43","110","4","339","39","20200326","4","0","24","0","香港","香港"
"66","518","65","111","1","403","64","20200327","4","0","24","0","香港","香港"
"67","582","64","112","1","466","63","20200328","4","0","21","-3","香港","香港"
"68","641","59","118","6","519","53","20200329","4","0","21","0","香港","香港"
"69","682","41","124","6","554","35","20200330","4","0","55","34","香港","香港"
"70","714","32","128","4","582","28","20200331","4","0","55","0","香港","香港"
"71","765","51","147","19","614","32","20200401","4","0","55","0","香港","香港"
"72","802","37","154","7","644","30","20200402","4","0","0","-55","香港","香港"
"73","845","43","173","19","668","24","20200403","4","0","0","0","香港","香港"
"74","862","17","186","13","672","4","20200404","4","0","37","37","香港","香港"
"75","890","28","206","20","680","8","20200405","4","0","37","0","香港","香港"
"76","914","24","216","10","694","14","20200406","4","0","24","-13","香港","香港"
"77","935","21","236","20","695","1","20200407","4","0","0","-24","香港","香港"
"78","960","25","264","28","692","-3","20200408","4","0","0","0","香港","香港"
"79","973","13","293","29","676","-16","20200409","4","0","24","24","香港","香港"
"80","989","16","309","16","676","0","20200410","4","0","39","15","香港","香港"
"81","1000","11","336","27","660","-16","20200411","4","0","39","0","香港","香港"
"82","1004","4","360","24","640","-20","20200412","4","0","39","0","香港","香港"
"83","1009","5","397","37","608","-32","20200413","4","0","39","0","香港","香港"
"84","1012","3","434","37","574","-34","20200414","4","0","39","0","香港","香港"
"85","1016","4","459","25","553","-21","20200415","4","0","39","0","香港","香港"
"86","1017","1","485","26","528","-25","20200416","4","0","39","0","香港","香港"
"87","1021","4","532","47","485","-43","20200417","4","0","39","0","香港","香港"
"88","1023","2","568","36","451","-34","20200418","4","0","39","0","香港","香港"
"89","1025","2","602","34","419","-32","20200419","4","0","39","0","香港","香港"
"90","1025","0","630","28","391","-28","20200420","4","0","39","0","香港","香港"
"91","1029","4","650","20","375","-16","20200421","4","0","43","4","香港","香港"
"92","1033","4","678","28","351","-24","20200422","4","0","47","4","香港","香港"
"93","1035","2","699","21","332","-19","20200423","4","0","47","0","香港","香港"
"94","1035","0","725","26","306","-26","20200424","4","0","47","0","香港","香港"
"95","1037","2","753","28","280","-26","20200425","4","0","47","0","香港","香港"
"96","1037","0","772","19","261","-19","20200426","4","0","47","0","香港","香港"
"97","1037","0","787","15","246","-15","20200427","4","0","47","0","香港","香港"
"98","1037","0","811","24","222","-24","20200428","4","0","47","0","香港","香港"
"99","1037","0","830","19","203","-19","20200429","4","0","47","0","香港","香港"
"100","1037","0","846","16","187","-16","20200430","4","0","47","0","香港","香港"
"101","1039","2","859","13","176","-11","20200501","4","0","47","0","香港","香港"
"102","1039","0","864","5","171","-5","20200502","4","0","47","0","香港","香港"
"103","1039","0","879","15","156","-15","20200503","4","0","47","0","香港","香港"
"104","1040","1","900","21","136","-20","20200504","4","0","47","0","香港","香港"
"105","1040","0","920","20","116","-20","20200505","4","0","47","0","香港","香港"
"106","1040","0","932","12","104","-12","20200506","4","0","47","0","香港","香港"
"107","1044","4","944","12","96","-8","20200507","4","0","47","0","香港","香港"
"108","1044","0","960","16","80","-16","20200508","4","0","47","0","香港","香港"
"109","1044","0","967","7","73","-7","20200509","4","0","47","0","香港","香港"
"110","1047","3","982","15","61","-12","20200510","4","0","47","0","香港","香港"
"111","1047","0","985","3","58","-3","20200511","4","0","47","0","香港","香港"
"112","1047","0","991","6","52","-6","20200512","4","0","47","0","香港","香港"
"113","1050","3","1008","17","38","-14","20200513","4","0","47","0","香港","香港"
"114","1051","1","1009","1","38","0","20200514","4","0","47","0","香港","香港"
"115","1052","1","1019","10","29","-9","20200515","4","0","47","0","香港","香港"
"116","1052","0","1022","3","26","-3","20200516","4","0","47","0","香港","香港"
"117","1055","3","1024","2","27","1","20200517","4","0","47","0","香港","香港"
"118","1055","0","1025","1","26","-1","20200518","4","0","47","0","香港","香港"
"119","1055","0","1025","0","26","0","20200519","4","0","47","0","香港","香港"
"120","1055","0","1026","1","25","-1","20200520","4","0","47","0","香港","香港"
"121","1063","8","1029","3","30","5","20200521","4","0","47","0","香港","香港"
"122","1","1","0","0","1","1","20200122","0","0","0","0","台湾","台湾"
"123","1","0","0","0","1","0","20200123","0","0","0","0","台湾","台湾"
"124","3","2","0","0","3","2","20200124","0","0","0","0","台湾","台湾"
"125","3","0","0","0","3","0","20200125","0","0","0","0","台湾","台湾"
"126","4","1","0","0","4","1","20200126","0","0","0","0","台湾","台湾"
"127","5","1","0","0","5","1","20200127","0","0","0","0","台湾","台湾"
"128","8","3","0","0","8","3","20200128","0","0","0","0","台湾","台湾"
"129","8","0","0","0","8","0","20200129","0","0","0","0","台湾","台湾"
"130","9","1","0","0","9","1","20200130","0","0","0","0","台湾","台湾"
"131","10","1","0","0","10","1","20200131","0","0","0","0","台湾","台湾"
"132","10","0","0","0","10","0","20200201","0","0","0","0","台湾","台湾"
"133","10","0","0","0","10","0","20200202","0","0","0","0","台湾","台湾"
"134","10","0","0","0","10","0","20200203","0","0","0","0","台湾","台湾"
"135","11","1","0","0","11","1","20200204","0","0","0","0","台湾","台湾"
"136","11","0","0","0","11","0","20200205","0","0","0","0","台湾","台湾"
"137","16","5","1","1","15","4","20200206","0","0","0","0","台湾","台湾"
"138","16","0","1","0","15","0","20200207","0","0","0","0","台湾","台湾"
"139","17","1","1","0","16","1","20200208","0","0","0","0","台湾","台湾"
"140","18","1","1","0","17","1","20200209","0","0","0","0","台湾","台湾"
"141","18","0","1","0","17","0","20200210","0","0","0","0","台湾","台湾"
"142","18","0","1","0","17","0","20200211","0","0","0","0","台湾","台湾"
"143","18","0","1","0","17","0","20200212","0","0","0","0","台湾","台湾"
"144","18","0","1","0","17","0","20200213","0","0","0","0","台湾","台湾"
"145","18","0","1","0","17","0","20200214","0","0","0","0","台湾","台湾"
"146","18","0","2","1","16","-1","20200215","0","0","0","0","台湾","台湾"
"147","20","2","2","0","17","1","20200216","1","1","0","0","台湾","台湾"
"148","22","2","2","0","19","2","20200217","1","0","0","0","台湾","台湾"
"149","22","0","2","0","19","0","20200218","1","0","0","0","台湾","台湾"
"150","24","2","2","0","21","2","20200219","1","0","0","0","台湾","台湾"
"151","24","0","2","0","21","0","20200220","1","0","0","0","台湾","台湾"
"152","26","2","2","0","23","2","20200221","1","0","0","0","台湾","台湾"
"153","26","0","2","0","23","0","20200222","1","0","0","0","台湾","台湾"
"154","28","2","5","3","22","-1","20200223","1","0","0","0","台湾","台湾"
"155","30","2","5","0","24","2","20200224","1","0","0","0","台湾","台湾"
"156","31","1","5","0","25","1","20200225","1","0","0","0","台湾","台湾"
"157","32","1","5","0","26","1","20200226","1","0","0","0","台湾","台湾"
"158","32","0","6","1","25","-1","20200227","1","0","0","0","台湾","台湾"
"159","34","2","9","3","24","-1","20200228","1","0","0","0","台湾","台湾"
"160","39","5","9","0","29","5","20200229","1","0","0","0","台湾","台湾"
"161","40","1","12","3","27","-2","20200301","1","0","0","0","台湾","台湾"
"162","41","1","12","0","28","1","20200302","1","0","0","0","台湾","台湾"
"163","42","1","12","0","29","1","20200303","1","0","0","0","台湾","台湾"
"164","42","0","12","0","29","0","20200304","1","0","0","0","台湾","台湾"
"165","44","2","12","0","31","2","20200305","1","0","0","0","台湾","台湾"
"166","45","1","12","0","32","1","20200306","1","0","0","0","台湾","台湾"
"167","45","0","13","1","31","-1","20200307","1","0","0","0","台湾","台湾"
"168","45","0","15","2","29","-2","20200308","1","0","0","0","台湾","台湾"
"169","45","0","15","0","29","0","20200309","1","0","0","0","台湾","台湾"
"170","47","2","17","2","29","0","20200310","1","0","0","0","台湾","台湾"
"171","48","1","17","0","30","1","20200311","1","0","0","0","台湾","台湾"
"172","49","1","20","3","28","-2","20200312","1","0","0","0","台湾","台湾"
"173","50","1","20","0","29","1","20200313","1","0","0","0","台湾","台湾"
"174","53","3","20","0","32","3","20200314","1","0","0","0","台湾","台湾"
"175","59","6","20","0","38","6","20200315","1","0","0","0","台湾","台湾"
"176","67","8","22","2","44","6","20200316","1","0","0","0","台湾","台湾"
"177","77","10","22","0","54","10","20200317","1","0","0","0","台湾","台湾"
"178","100","23","22","0","77","23","20200318","1","0","0","0","台湾","台湾"
"179","108","8","26","4","81","4","20200319","1","0","0","0","台湾","台湾"
"180","135","27","28","2","105","24","20200320","2","1","0","0","台湾","台湾"
"181","153","18","28","0","123","18","20200321","2","0","0","0","台湾","台湾"
"182","169","16","28","0","139","16","20200322","2","0","0","0","台湾","台湾"
"183","195","26","29","1","164","25","20200323","2","0","0","0","台湾","台湾"
"184","216","21","29","0","185","21","20200324","2","0","0","0","台湾","台湾"
"185","235","19","29","0","204","19","20200325","2","0","19","19","台湾","台湾"
"186","252","17","29","0","221","17","20200326","2","0","34","15","台湾","台湾"
"187","267","15","30","1","235","14","20200327","2","0","34","0","台湾","台湾"
"188","283","16","30","0","251","16","20200328","2","0","241","207","台湾","台湾"
"189","298","15","39","9","256","5","20200329","3","1","0","-241","台湾","台湾"
"190","306","8","39","0","262","6","20200330","5","2","0","0","台湾","台湾"
"191","322","16","39","0","278","16","20200331","5","0","0","0","台湾","台湾"
"192","329","7","39","0","285","7","20200401","5","0","0","0","台湾","台湾"
"193","339","10","50","11","284","-1","20200402","5","0","0","0","台湾","台湾"
"194","348","9","50","0","293","9","20200403","5","0","0","0","台湾","台湾"
"195","355","7","50","0","300","7","20200404","5","0","10","10","台湾","台湾"
"196","363","8","54","4","304","4","20200405","5","0","18","8","台湾","台湾"
"197","373","10","57","3","311","7","20200406","5","0","10","-8","台湾","台湾"
"198","376","3","61","4","310","-1","20200407","5","0","0","-10","台湾","台湾"
"199","379","3","67","6","307","-3","20200408","5","0","0","0","台湾","台湾"
"200","380","1","80","13","295","-12","20200409","5","0","10","10","台湾","台湾"
"201","382","2","91","11","285","-10","20200410","6","1","12","2","台湾","台湾"
"202","385","3","99","8","280","-5","20200411","6","0","12","0","台湾","台湾"
"203","388","3","109","10","273","-7","20200412","6","0","12","0","台湾","台湾"
"204","393","5","114","5","273","0","20200413","6","0","17","5","台湾","台湾"
"205","393","0","124","10","263","-10","20200414","6","0","17","0","台湾","台湾"
"206","395","2","137","13","252","-11","20200415","6","0","340","323","台湾","台湾"
"207","395","0","155","18","234","-18","20200416","6","0","340","0","台湾","台湾"
"208","395","0","166","11","223","-11","20200417","6","0","340","0","台湾","台湾"
"209","398","3","178","12","214","-9","20200418","6","0","340","0","台湾","台湾"
"210","420","22","189","11","225","11","20200419","6","0","341","1","台湾","台湾"
"211","422","2","203","14","213","-12","20200420","6","0","343","2","台湾","台湾"
"212","425","3","217","14","202","-11","20200421","6","0","343","0","台湾","台湾"
"213","426","1","236","19","184","-18","20200422","6","0","343","0","台湾","台湾"
"214","427","1","253","17","168","-16","20200423","6","0","343","0","台湾","台湾"
"215","428","1","264","11","158","-10","20200424","6","0","343","0","台湾","台湾"
"216","429","1","275","11","148","-10","20200425","6","0","343","0","台湾","台湾"
"217","429","0","281","6","142","-6","20200426","6","0","343","0","台湾","台湾"
"218","429","0","290","9","133","-9","20200427","6","0","343","0","台湾","台湾"
"219","429","0","307","17","116","-17","20200428","6","0","343","0","台湾","台湾"
"220","429","0","311","4","112","-4","20200429","6","0","343","0","台湾","台湾"
"221","429","0","322","11","101","-11","20200430","6","0","343","0","台湾","台湾"
"222","429","0","324","2","99","-2","20200501","6","0","343","0","台湾","台湾"
"223","432","3","324","0","102","3","20200502","6","0","343","0","台湾","台湾"
"224","436","4","332","8","98","-4","20200503","6","0","343","0","台湾","台湾"
"225","438","2","334","2","98","0","20200504","6","0","347","4","台湾","台湾"
"226","438","0","334","0","98","0","20200505","6","0","347","0","台湾","台湾"
"227","439","1","339","5","94","-4","20200506","6","0","348","1","台湾","台湾"
"228","440","1","347","8","87","-7","20200507","6","0","348","0","台湾","台湾"
"229","440","0","355","8","79","-8","20200508","6","0","348","0","台湾","台湾"
"230","440","0","361","6","73","-6","20200509","6","0","348","0","台湾","台湾"
"231","440","0","366","5","68","-5","20200510","6","0","348","0","台湾","台湾"
"232","440","0","368","2","65","-3","20200511","7","1","348","0","台湾","台湾"
"233","440","0","372","4","61","-4","20200512","7","0","348","0","台湾","台湾"
"234","440","0","375","3","58","-3","20200513","7","0","348","0","台湾","台湾"
"235","440","0","383","8","50","-8","20200514","7","0","348","0","台湾","台湾"
"236","440","0","387","4","46","-4","20200515","7","0","348","0","台湾","台湾"
"237","440","0","389","2","44","-2","20200516","7","0","348","0","台湾","台湾"
"238","440","0","395","6","38","-6","20200517","7","0","348","0","台湾","台湾"
"239","440","0","398","3","35","-3","20200518","7","0","348","0","台湾","台湾"
"240","440","0","401","3","32","-3","20200519","7","0","348","0","台湾","台湾"
"241","440","0","402","1","31","-1","20200520","7","0","348","0","台湾","台湾"
"242","441","1","407","5","27","-4","20200521","7","0","348","0","台湾","台湾"
"243","3","3","0","0","3","3","20200123","0","0","0","0","吉林省","吉林"
"244","4","1","0","0","4","1","20200124","0","0","0","0","吉林省","吉林"
"245","4","0","0","0","4","0","20200125","0","0","0","0","吉林省","吉林"
"246","6","2","0","0","6","2","20200126","0","0","0","0","吉林省","吉林"
"247","8","2","0","0","8","2","20200127","0","0","0","0","吉林省","吉林"
"248","9","1","0","0","9","1","20200128","0","0","0","0","吉林省","吉林"
"249","14","5","0","0","14","5","20200129","0","0","0","0","吉林省","吉林"
"250","14","0","1","1","13","-1","20200130","0","0","0","0","吉林省","吉林"
"251","17","3","1","0","16","3","20200131","0","0","0","0","吉林省","吉林"
"252","23","6","1","0","22","6","20200201","0","0","0","0","吉林省","吉林"
"253","31","8","1","0","30","8","20200202","0","0","0","0","吉林省","吉林"
"254","42","11","1","0","41","11","20200203","0","0","0","0","吉林省","吉林"
"255","54","12","1","0","53","12","20200204","0","0","0","0","吉林省","吉林"
"256","59","5","2","1","57","4","20200205","0","0","0","0","吉林省","吉林"
"257","65","6","4","2","60","3","20200206","1","1","0","0","吉林省","吉林"
"258","69","4","4","0","64","4","20200207","1","0","0","0","吉林省","吉林"
"259","78","9","5","1","72","8","20200208","1","0","0","0","吉林省","吉林"
"260","80","2","12","7","67","-5","20200209","1","0","0","0","吉林省","吉林"
"261","81","1","13","1","67","0","20200210","1","0","0","0","吉林省","吉林"
"262","83","2","18","5","64","-3","20200211","1","0","0","0","吉林省","吉林"
"263","84","1","22","4","61","-3","20200212","1","0","0","0","吉林省","吉林"
"264","86","2","25","3","60","-1","20200213","1","0","0","0","吉林省","吉林"
"265","88","2","25","0","62","2","20200214","1","0","0","0","吉林省","吉林"
"266","89","1","28","3","60","-2","20200215","1","0","0","0","吉林省","吉林"
"267","89","0","30","2","58","-2","20200216","1","0","0","0","吉林省","吉林"
"268","89","0","34","4","54","-4","20200217","1","0","0","0","吉林省","吉林"
"269","90","1","36","2","53","-1","20200218","1","0","0","0","吉林省","吉林"
"270","91","1","40","4","50","-3","20200219","1","0","0","0","吉林省","吉林"
"271","91","0","44","4","46","-4","20200220","1","0","0","0","吉林省","吉林"
"272","91","0","46","2","44","-2","20200221","1","0","0","0","吉林省","吉林"
"273","91","0","52","6","38","-6","20200222","1","0","0","0","吉林省","吉林"
"274","93","2","54","2","38","0","20200223","1","0","0","0","吉林省","吉林"
"275","93","0","60","6","32","-6","20200224","1","0","0","0","吉林省","吉林"
"276","93","0","63","3","29","-3","20200225","1","0","0","0","吉林省","吉林"
"277","93","0","65","2","27","-2","20200226","1","0","0","0","吉林省","吉林"
"278","93","0","68","3","24","-3","20200227","1","0","0","0","吉林省","吉林"
"279","93","0","73","5","19","-5","20200228","1","0","0","0","吉林省","吉林"
"280","93","0","75","2","17","-2","20200229","1","0","0","0","吉林省","吉林"
"281","93","0","78","3","14","-3","20200301","1","0","0","0","吉林省","吉林"
"282","93","0","83","5","9","-5","20200302","1","0","0","0","吉林省","吉林"
"283","93","0","84","1","8","-1","20200303","1","0","0","0","吉林省","吉林"
"284","93","0","86","2","6","-2","20200304","1","0","0","0","吉林省","吉林"
"285","93","0","88","2","4","-2","20200305","1","0","0","0","吉林省","吉林"
"286","93","0","90","2","2","-2","20200306","1","0","0","0","吉林省","吉林"
"287","93","0","90","0","2","0","20200307","1","0","0","0","吉林省","吉林"
"288","93","0","90","0","2","0","20200308","1","0","0","0","吉林省","吉林"
"289","93","0","91","1","1","-1","20200309","1","0","0","0","吉林省","吉林"
"290","93","0","91","0","1","0","20200310","1","0","0","0","吉林省","吉林"
"291","93","0","91","0","1","0","20200311","1","0","0","0","吉林省","吉林"
"292","93","0","91","0","1","0","20200312","1","0","0","0","吉林省","吉林"
"293","93","0","91","0","1","0","20200313","1","0","0","0","吉林省","吉林"
"294","93","0","91","0","1","0","20200314","1","0","0","0","吉林省","吉林"
"295","93","0","92","1","0","-1","20200315","1","0","0","0","吉林省","吉林"
"296","93","0","92","0","0","0","20200316","1","0","0","0","吉林省","吉林"
"297","93","0","92","0","0","0","20200317","1","0","0","0","吉林省","吉林"
"298","93","0","92","0","0","0","20200318","1","0","0","0","吉林省","吉林"
"299","93","0","92","0","0","0","20200319","1","0","0","0","吉林省","吉林"
"300","93","0","92","0","0","0","20200320","1","0","0","0","吉林省","吉林"
"301","93","0","92","0","0","0","20200321","1","0","0","0","吉林省","吉林"
"302","93","0","92","0","0","0","20200322","1","0","0","0","吉林省","吉林"
"303","93","0","92","0","0","0","20200323","1","0","0","0","吉林省","吉林"
"304","94","1","92","0","1","1","20200324","1","0","1","1","吉林省","吉林"
"305","95","1","92","0","2","1","20200325","1","0","1","0","吉林省","吉林"
"306","95","0","92","0","2","0","20200326","1","0","1","0","吉林省","吉林"
"307","97","2","92","0","4","2","20200327","1","0","1","0","吉林省","吉林"
"308","98","1","92","0","5","1","20200328","1","0","2","1","吉林省","吉林"
"309","98","0","92","0","5","0","20200329","1","0","2","0","吉林省","吉林"
"310","98","0","92","0","5","0","20200330","1","0","2","0","吉林省","吉林"
"311","98","0","92","0","5","0","20200331","1","0","2","0","吉林省","吉林"
"312","98","0","92","0","5","0","20200401","1","0","2","0","吉林省","吉林"
"313","98","0","92","0","5","0","20200402","1","0","0","-2","吉林省","吉林"
"314","98","0","92","0","5","0","20200403","1","0","0","0","吉林省","吉林"
"315","98","0","92","0","5","0","20200404","1","0","2","2","吉林省","吉林"
"316","98","0","92","0","5","0","20200405","1","0","2","0","吉林省","吉林"
"317","98","0","92","0","5","0","20200406","1","0","2","0","吉林省","吉林"
"318","98","0","92","0","5","0","20200407","1","0","0","-2","吉林省","吉林"
"319","98","0","93","1","4","-1","20200408","1","0","0","0","吉林省","吉林"
"320","98","0","95","2","2","-2","20200409","1","0","2","2","吉林省","吉林"
"321","98","0","96","1","1","-1","20200410","1","0","2","0","吉林省","吉林"
"322","99","1","96","0","2","1","20200411","1","0","2","0","吉林省","吉林"
"323","100","1","96","0","3","1","20200412","1","0","3","1","吉林省","吉林"
"324","100","0","96","0","3","0","20200413","1","0","3","0","吉林省","吉林"
"325","102","2","96","0","5","2","20200414","1","0","3","0","吉林省","吉林"
"326","102","0","96","0","5","0","20200415","1","0","3","0","吉林省","吉林"
"327","102","0","97","1","4","-1","20200416","1","0","3","0","吉林省","吉林"
"328","102","0","97","0","4","0","20200417","1","0","3","0","吉林省","吉林"
"329","104","2","97","0","6","2","20200418","1","0","3","0","吉林省","吉林"
"330","104","0","97","0","6","0","20200419","1","0","3","0","吉林省","吉林"
"331","106","2","97","0","8","2","20200420","1","0","3","0","吉林省","吉林"
"332","106","0","98","1","7","-1","20200421","1","0","3","0","吉林省","吉林"
"333","107","1","98","0","8","1","20200422","1","0","3","0","吉林省","吉林"
"334","108","1","99","1","8","0","20200423","1","0","3","0","吉林省","吉林"
"335","109","1","99","0","9","1","20200424","1","0","3","0","吉林省","吉林"
"336","109","0","99","0","9","0","20200425","1","0","3","0","吉林省","吉林"
"337","110","1","99","0","10","1","20200426","1","0","3","0","吉林省","吉林"
"338","110","0","99","0","10","0","20200427","1","0","3","0","吉林省","吉林"
"339","110","0","99","0","10","0","20200428","1","0","3","0","吉林省","吉林"
"340","111","1","99","0","11","1","20200429","1","0","3","0","吉林省","吉林"
"341","111","0","101","2","9","-2","20200430","1","0","3","0","吉林省","吉林"
"342","112","1","102","1","9","0","20200501","1","0","3","0","吉林省","吉林"
"343","112","0","103","1","8","-1","20200502","1","0","19","16","吉林省","吉林"
"344","112","0","103","0","8","0","20200503","1","0","19","0","吉林省","吉林"
"345","112","0","103","0","8","0","20200504","1","0","19","0","吉林省","吉林"
"346","112","0","103","0","8","0","20200505","1","0","19","0","吉林省","吉林"
"347","112","0","103","0","8","0","20200506","1","0","19","0","吉林省","吉林"
"348","113","1","104","1","8","0","20200507","1","0","19","0","吉林省","吉林"
"349","113","0","105","1","7","-1","20200508","1","0","19","0","吉林省","吉林"
"350","124","11","105","0","18","11","20200509","1","0","19","0","吉林省","吉林"
"351","127","3","105","0","21","3","20200510","1","0","19","0","吉林省","吉林"
"352","127","0","105","0","21","0","20200511","1","0","19","0","吉林省","吉林"
"353","133","6","108","3","24","3","20200512","1","0","19","0","吉林省","吉林"
"354","134","1","108","0","25","1","20200513","1","0","19","0","吉林省","吉林"
"355","138","4","108","0","29","4","20200514","1","0","19","0","吉林省","吉林"
"356","140","2","108","0","31","2","20200515","1","0","19","0","吉林省","吉林"
"357","144","4","113","5","29","-2","20200516","2","1","19","0","吉林省","吉林"
"358","146","2","122","9","22","-7","20200517","2","0","19","0","吉林省","吉林"
"359","151","5","123","1","26","4","20200518","2","0","19","0","吉林省","吉林"
"360","152","1","125","2","25","-1","20200519","2","0","19","0","吉林省","吉林"
"361","152","0","125","0","25","0","20200520","2","0","19","0","吉林省","吉林"
"362","154","2","127","2","25","0","20200521","2","0","19","0","吉林省","吉林"
"363","1","1","0","0","1","1","20200123","0","0","0","0","内蒙古自治区","内蒙古"
"364","2","1","0","0","2","1","20200124","0","0","0","0","内蒙古自治区","内蒙古"
"365","5","3","0","0","5","3","20200125","0","0","0","0","内蒙古自治区","内蒙古"
"366","11","6","0","0","11","6","20200126","0","0","0","0","内蒙古自治区","内蒙古"
"367","13","2","0","0","13","2","20200127","0","0","0","0","内蒙古自治区","内蒙古"
"368","16","3","0","0","16","3","20200128","0","0","0","0","内蒙古自治区","内蒙古"
"369","18","2","0","0","18","2","20200129","0","0","0","0","内蒙古自治区","内蒙古"
"370","20","2","0","0","20","2","20200130","0","0","0","0","内蒙古自治区","内蒙古"
"371","23","3","0","0","23","3","20200131","0","0","0","0","内蒙古自治区","内蒙古"
"372","27","4","0","0","27","4","20200201","0","0","0","0","内蒙古自治区","内蒙古"
"373","34","7","0","0","34","7","20200202","0","0","0","0","内蒙古自治区","内蒙古"
"374","35","1","0","0","35","1","20200203","0","0","0","0","内蒙古自治区","内蒙古"
"375","42","7","0","0","42","7","20200204","0","0","0","0","内蒙古自治区","内蒙古"
"376","46","4","0","0","46","4","20200205","0","0","0","0","内蒙古自治区","内蒙古"
"377","50","4","0","0","50","4","20200206","0","0","0","0","内蒙古自治区","内蒙古"
"378","52","2","0","0","52","2","20200207","0","0","0","0","内蒙古自治区","内蒙古"
