"id","confirmedCount","confirmedIncr","curedCount","curedIncr","currentConfirmedCount","currentConfirmedIncr","dateId","deadCount","deadIncr","suspectedCount","suspectedCountIncr","provinceName","provinceShortName"
"61","169","16","28","0","139","16","20200322","2","0","0","0","台湾","台湾"
"62","195","26","29","1","164","25","20200323","2","0","0","0","台湾","台湾"
"63","216","21","29","0","185","21","20200324","2","0","0","0","台湾","台湾"
"64","235","19","29","0","204","19","20200325","2","0","19","19","台湾","台湾"
"65","252","17","29","0","221","17","20200326","2","0","34","15","台湾","台湾"
"66","267","15","30","1","235","14","20200327","2","0","34","0","台湾","台湾"
"67","283","16","30","0","251","16","20200328","2","0","241","207","台湾","台湾"
"68","298","15","39","9","256","5","20200329","3","1","0","-241","台湾","台湾"
"69","306","8","39","0","262","6","20200330","5","2","0","0","台湾","台湾"
"70","322","16","39","0","278","16","20200331","5","0","0","0","台湾","台湾"
"71","329","7","39","0","285","7","20200401","5","0","0","0","台湾","台湾"
"72","339","10","50","11","284","-1","20200402","5","0","0","0","台湾","台湾"
"73","348","9","50","0","293","9","20200403","5","0","0","0","台湾","台湾"
"74","355","7","50","0","300","7","20200404","5","0","10","10","台湾","台湾"
"75","363","8","54","4","304","4","20200405","5","0","18","8","台湾","台湾"
"76","373","10","57","3","311","7","20200406","5","0","10","-8","台湾","台湾"
"77","376","3","61","4","310","-1","20200407","5","0","0","-10","台湾","台湾"
"78","379","3","67","6","307","-3","20200408","5","0","0","0","台湾","台湾"
"79","380","1","80","13","295","-12","20200409","5","0","10","10","台湾","台湾"
"80","382","2","91","11","285","-10","20200410","6","1","12","2","台湾","台湾"
"81","385","3","99","8","280","-5","20200411","6","0","12","0","台湾","台湾"
"82","388","3","109","10","273","-7","20200412","6","0","12","0","台湾","台湾"
"83","393","5","114","5","273","0","20200413","6","0","17","5","台湾","台湾"
"84","393","0","124","10","263","-10","20200414","6","0","17","0","台湾","台湾"
"85","395","2","137","13","252","-11","20200415","6","0","340","323","台湾","台湾"
"86","395","0","155","18","234","-18","20200416","6","0","340","0","台湾","台湾"
"87","395","0","166","11","223","-11","20200417","6","0","340","0","台湾","台湾"
"88","398","3","178","12","214","-9","20200418","6","0","340","0","台湾","台湾"
"89","420","22","189","11","225","11","20200419","6","0","341","1","台湾","台湾"
"90","422","2","203","14","213","-12","20200420","6","0","343","2","台湾","台湾"
"91","425","3","217","14","202","-11","20200421","6","0","343","0","台湾","台湾"
"92","426","1","236","19","184","-18","20200422","6","0","343","0","台湾","台湾"
"93","427","1","253","17","168","-16","20200423","6","0","343","0","台湾","台湾"
"94","428","1","264","11","158","-10","20200424","6","0","343","0","台湾","台湾"
"95","429","1","275","11","148","-10","20200425","6","0","343","0","台湾","台湾"
"96","429","0","281","6","142","-6","20200426","6","0","343","0","台湾","台湾"
"97","429","0","290","9","133","-9","20200427","6","0","343","0","台湾","台湾"
"98","429","0","307","17","116","-17","20200428","6","0","343","0","台湾","台湾"
"99","429","0","311","4","112","-4","20200429","6","0","343","0","台湾","台湾"
"100","429","0","322","11","101","-11","20200430","6","0","343","0","台湾","台湾"
"101","429","0","324","2","99","-2","20200501","6","0","343","0","台湾","台湾"
"102","432","3","324","0","102","3","20200502","6","0","343","0","台湾","台湾"
"103","436","4","332","8","98","-4","20200503","6","0","343","0","台湾","台湾"
"104","438","2","334","2","98","0","20200504","6","0","347","4","台湾","台湾"
"105","438","0","334","0","98","0","20200505","6","0","347","0","台湾","台湾"
"106","439","1","339","5","94","-4","20200506","6","0","348","1","台湾","台湾"
"107","440","1","347","8","87","-7","20200507","6","0","348","0","台湾","台湾"
"108","440","0","355","8","79","-8","20200508","6","0","348","0","台湾","台湾"
"109","440","0","361","6","73","-6","20200509","6","0","348","0","台湾","台湾"
"110","440","0","366","5","68","-5","20200510","6","0","348","0","台湾","台湾"
"111","440","0","368","2","65","-3","20200511","7","1","348","0","台湾","台湾"
"112","440","0","372","4","61","-4","20200512","7","0","348","0","台湾","台湾"
"113","440","0","375","3","58","-3","20200513","7","0","348","0","台湾","台湾"
"114","1","1","0","0","1","1","20200122","0","0","0","0","香港","香港"
"115","2","1","0","0","2","1","20200123","0","0","0","0","香港","香港"
"116","5","3","0","0","5","3","20200124","0","0","0","0","香港","香港"
"117","5","0","0","0","5","0","20200125","0","0","0","0","香港","香港"
"118","8","3","0","0","8","3","20200126","0","0","0","0","香港","香港"
"119","8","0","0","0","8","0","20200127","0","0","0","0","香港","香港"
"120","8","0","0","0","8","0","20200128","0","0","0","0","香港","香港"
"121","10","2","0","0","10","2","20200129","0","0","0","0","香港","香港"
"122","12","2","0","0","12","2","20200130","0","0","0","0","香港","香港"
"123","13","1","0","0","13","1","20200131","0","0","0","0","香港","香港"
"124","14","1","0","0","14","1","20200201","0","0","0","0","香港","香港"
"125","15","1","0","0","15","1","20200202","0","0","0","0","香港","香港"
"126","15","0","0","0","15","0","20200203","0","0","0","0","香港","香港"
"127","18","3","0","0","17","2","20200204","1","1","0","0","香港","香港"
"128","21","3","0","0","20","3","20200205","1","0","0","0","香港","香港"
"129","24","3","0","0","23","3","20200206","1","0","0","0","香港","香港"
"130","26","2","0","0","25","2","20200207","1","0","0","0","香港","香港"
"131","26","0","0","0","25","0","20200208","1","0","0","0","香港","香港"
"132","36","10","0","0","35","10","20200209","1","0","0","0","香港","香港"
"133","42","6","0","0","41","6","20200210","1","0","0","0","香港","香港"
"134","49","7","0","0","48","7","20200211","1","0","0","0","香港","香港"
"135","50","1","1","1","48","0","20200212","1","0","0","0","香港","香港"
"136","53","3","1","0","51","3","20200213","1","0","0","0","香港","香港"
"137","56","3","1","0","54","3","20200214","1","0","0","0","香港","香港"
"138","56","0","1","0","54","0","20200215","1","0","0","0","香港","香港"
"139","57","1","2","1","54","0","20200216","1","0","0","0","香港","香港"
"140","60","3","2","0","57","3","20200217","1","0","0","0","香港","香港"
"141","62","2","4","2","57","0","20200218","1","0","0","0","香港","香港"
"142","65","3","5","1","58","1","20200219","2","1","0","0","香港","香港"
"143","68","3","5","0","61","3","20200220","2","0","0","0","香港","香港"
"144","68","0","6","1","60","-1","20200221","2","0","0","0","香港","香港"
"145","69","1","11","5","56","-4","20200222","2","0","0","0","香港","香港"
"146","74","5","12","1","60","4","20200223","2","0","0","0","香港","香港"
"147","81","7","19","7","60","0","20200224","2","0","0","0","香港","香港"
"148","85","4","18","-1","65","5","20200225","2","0","0","0","香港","香港"
"149","91","6","24","6","65","0","20200226","2","0","0","0","香港","香港"
"150","93","2","26","2","65","0","20200227","2","0","0","0","香港","香港"
"151","94","1","30","4","62","-3","20200228","2","0","0","0","香港","香港"
"152","95","1","33","3","60","-2","20200229","2","0","0","0","香港","香港"
"153","98","3","36","3","60","0","20200301","2","0","0","0","香港","香港"
"154","100","2","36","0","62","2","20200302","2","0","0","0","香港","香港"
"155","100","0","37","1","61","-1","20200303","2","0","0","0","香港","香港"
"156","105","5","43","6","60","-1","20200304","2","0","0","0","香港","香港"
"157","105","0","46","3","57","-3","20200305","2","0","0","0","香港","香港"
"158","107","2","51","5","54","-3","20200306","2","0","0","0","香港","香港"
"159","109","2","55","4","52","-2","20200307","2","0","0","0","香港","香港"
"160","114","5","59","4","52","0","20200308","3","1","0","0","香港","香港"
"161","115","1","60","1","52","0","20200309","3","0","0","0","香港","香港"
"162","120","5","65","5","52","0","20200310","3","0","0","0","香港","香港"
"163","129","9","67","2","59","7","20200311","3","0","0","0","香港","香港"
"164","131","2","75","8","53","-6","20200312","3","0","0","0","香港","香港"
"165","137","6","78","3","55","2","20200313","4","1","0","0","香港","香港"
"166","141","4","81","3","56","1","20200314","4","0","0","0","香港","香港"
"167","149","8","84","3","61","5","20200315","4","0","0","0","香港","香港"
"168","157","8","88","4","65","4","20200316","4","0","0","0","香港","香港"
"169","167","10","92","4","71","6","20200317","4","0","0","0","香港","香港"
"170","192","25","95","3","93","22","20200318","4","0","0","0","香港","香港"
"171","208","16","98","3","106","13","20200319","4","0","0","0","香港","香港"
"172","256","48","98","0","154","48","20200320","4","0","0","0","香港","香港"
"173","273","17","100","2","169","15","20200321","4","0","0","0","香港","香港"
"174","317","44","100","0","213","44","20200322","4","0","0","0","香港","香港"
"175","356","39","101","1","251","38","20200323","4","0","0","0","香港","香港"
"176","386","30","102","1","280","29","20200324","4","0","0","0","香港","香港"
"177","410","24","106","4","300","20","20200325","4","0","24","24","香港","香港"
"178","453","43","110","4","339","39","20200326","4","0","24","0","香港","香港"
"179","518","65","111","1","403","64","20200327","4","0","24","0","香港","香港"
"180","582","64","112","1","466","63","20200328","4","0","21","-3","香港","香港"
"181","641","59","118","6","519","53","20200329","4","0","21","0","香港","香港"
"182","682","41","124","6","554","35","20200330","4","0","55","34","香港","香港"
"183","714","32","128","4","582","28","20200331","4","0","55","0","香港","香港"
"184","765","51","147","19","614","32","20200401","4","0","55","0","香港","香港"
"185","802","37","154","7","644","30","20200402","4","0","0","-55","香港","香港"
"186","845","43","173","19","668","24","20200403","4","0","0","0","香港","香港"
"187","862","17","186","13","672","4","20200404","4","0","37","37","香港","香港"
"188","890","28","206","20","680","8","20200405","4","0","37","0","香港","香港"
"189","914","24","216","10","694","14","20200406","4","0","24","-13","香港","香港"
"190","935","21","236","20","695","1","20200407","4","0","0","-24","香港","香港"
"191","960","25","264","28","692","-3","20200408","4","0","0","0","香港","香港"
"192","973","13","293","29","676","-16","20200409","4","0","24","24","香港","香港"
"193","989","16","309","16","676","0","20200410","4","0","39","15","香港","香港"
"194","1000","11","336","27","660","-16","20200411","4","0","39","0","香港","香港"
"195","1004","4","360","24","640","-20","20200412","4","0","39","0","香港","香港"
"196","1009","5","397","37","608","-32","20200413","4","0","39","0","香港","香港"
"197","1012","3","434","37","574","-34","20200414","4","0","39","0","香港","香港"
"198","1016","4","459","25","553","-21","20200415","4","0","39","0","香港","香港"
"199","1017","1","485","26","528","-25","20200416","4","0","39","0","香港","香港"
"200","1021","4","532","47","485","-43","20200417","4","0","39","0","香港","香港"
"201","1023","2","568","36","451","-34","20200418","4","0","39","0","香港","香港"
"202","1025","2","602","34","419","-32","20200419","4","0","39","0","香港","香港"
"203","1025","0","630","28","391","-28","20200420","4","0","39","0","香港","香港"
"204","1029","4","650","20","375","-16","20200421","4","0","43","4","香港","香港"
"205","1033","4","678","28","351","-24","20200422","4","0","47","4","香港","香港"
"206","1035","2","699","21","332","-19","20200423","4","0","47","0","香港","香港"
"207","1035","0","725","26","306","-26","20200424","4","0","47","0","香港","香港"
"208","1037","2","753","28","280","-26","20200425","4","0","47","0","香港","香港"
"209","1037","0","772","19","261","-19","20200426","4","0","47","0","香港","香港"
"210","1037","0","787","15","246","-15","20200427","4","0","47","0","香港","香港"
"211","1037","0","811","24","222","-24","20200428","4","0","47","0","香港","香港"
"212","1037","0","830","19","203","-19","20200429","4","0","47","0","香港","香港"
"213","1037","0","846","16","187","-16","20200430","4","0","47","0","香港","香港"
"214","1039","2","859","13","176","-11","20200501","4","0","47","0","香港","香港"
"215","1039","0","864","5","171","-5","20200502","4","0","47","0","香港","香港"
"216","1039","0","879","15","156","-15","20200503","4","0","47","0","香港","香港"
"217","1040","1","900","21","136","-20","20200504","4","0","47","0","香港","香港"
"218","1040","0","920","20","116","-20","20200505","4","0","47","0","香港","香港"
"219","1040","0","932","12","104","-12","20200506","4","0","47","0","香港","香港"
"220","1044","4","944","12","96","-8","20200507","4","0","47","0","香港","香港"
"221","1044","0","960","16","80","-16","20200508","4","0","47","0","香港","香港"
"222","1044","0","967","7","73","-7","20200509","4","0","47","0","香港","香港"
"223","1047","3","982","15","61","-12","20200510","4","0","47","0","香港","香港"
"224","1047","0","985","3","58","-3","20200511","4","0","47","0","香港","香港"
"225","1047","0","991","6","52","-6","20200512","4","0","47","0","香港","香港"
"226","1050","3","1008","17","38","-14","20200513","4","0","47","0","香港","香港"
"227","3","3","0","0","3","3","20200123","0","0","0","0","吉林省","吉林"
"228","4","1","0","0","4","1","20200124","0","0","0","0","吉林省","吉林"
"229","4","0","0","0","4","0","20200125","0","0","0","0","吉林省","吉林"
"230","6","2","0","0","6","2","20200126","0","0","0","0","吉林省","吉林"
"231","8","2","0","0","8","2","20200127","0","0","0","0","吉林省","吉林"
"232","9","1","0","0","9","1","20200128","0","0","0","0","吉林省","吉林"
"233","14","5","0","0","14","5","20200129","0","0","0","0","吉林省","吉林"
"234","14","0","1","1","13","-1","20200130","0","0","0","0","吉林省","吉林"
"235","17","3","1","0","16","3","20200131","0","0","0","0","吉林省","吉林"
"236","23","6","1","0","22","6","20200201","0","0","0","0","吉林省","吉林"
"237","31","8","1","0","30","8","20200202","0","0","0","0","吉林省","吉林"
"238","42","11","1","0","41","11","20200203","0","0","0","0","吉林省","吉林"
"239","54","12","1","0","53","12","20200204","0","0","0","0","吉林省","吉林"
"240","59","5","2","1","57","4","20200205","0","0","0","0","吉林省","吉林"
"241","65","6","4","2","60","3","20200206","1","1","0","0","吉林省","吉林"
"242","69","4","4","0","64","4","20200207","1","0","0","0","吉林省","吉林"
"243","78","9","5","1","72","8","20200208","1","0","0","0","吉林省","吉林"
"244","80","2","12","7","67","-5","20200209","1","0","0","0","吉林省","吉林"
"245","81","1","13","1","67","0","20200210","1","0","0","0","吉林省","吉林"
"246","83","2","18","5","64","-3","20200211","1","0","0","0","吉林省","吉林"
"247","84","1","22","4","61","-3","20200212","1","0","0","0","吉林省","吉林"
"248","86","2","25","3","60","-1","20200213","1","0","0","0","吉林省","吉林"
"249","88","2","25","0","62","2","20200214","1","0","0","0","吉林省","吉林"
"250","89","1","28","3","60","-2","20200215","1","0","0","0","吉林省","吉林"
"251","89","0","30","2","58","-2","20200216","1","0","0","0","吉林省","吉林"
"252","89","0","34","4","54","-4","20200217","1","0","0","0","吉林省","吉林"
"253","90","1","36","2","53","-1","20200218","1","0","0","0","吉林省","吉林"
"254","91","1","40","4","50","-3","20200219","1","0","0","0","吉林省","吉林"
"255","91","0","44","4","46","-4","20200220","1","0","0","0","吉林省","吉林"
"256","91","0","46","2","44","-2","20200221","1","0","0","0","吉林省","吉林"
"257","91","0","52","6","38","-6","20200222","1","0","0","0","吉林省","吉林"
"258","93","2","54","2","38","0","20200223","1","0","0","0","吉林省","吉林"
"259","93","0","60","6","32","-6","20200224","1","0","0","0","吉林省","吉林"
"260","93","0","63","3","29","-3","20200225","1","0","0","0","吉林省","吉林"
"261","93","0","65","2","27","-2","20200226","1","0","0","0","吉林省","吉林"
"262","93","0","68","3","24","-3","20200227","1","0","0","0","吉林省","吉林"
"263","93","0","73","5","19","-5","20200228","1","0","0","0","吉林省","吉林"
"264","93","0","75","2","17","-2","20200229","1","0","0","0","吉林省","吉林"
"265","93","0","78","3","14","-3","20200301","1","0","0","0","吉林省","吉林"
"266","93","0","83","5","9","-5","20200302","1","0","0","0","吉林省","吉林"
"267","93","0","84","1","8","-1","20200303","1","0","0","0","吉林省","吉林"
"268","93","0","86","2","6","-2","20200304","1","0","0","0","吉林省","吉林"
"269","93","0","88","2","4","-2","20200305","1","0","0","0","吉林省","吉林"
"270","93","0","90","2","2","-2","20200306","1","0","0","0","吉林省","吉林"
"271","93","0","90","0","2","0","20200307","1","0","0","0","吉林省","吉林"
"272","93","0","90","0","2","0","20200308","1","0","0","0","吉林省","吉林"
"273","93","0","91","1","1","-1","20200309","1","0","0","0","吉林省","吉林"
"274","93","0","91","0","1","0","20200310","1","0","0","0","吉林省","吉林"
"275","93","0","91","0","1","0","20200311","1","0","0","0","吉林省","吉林"
"276","93","0","91","0","1","0","20200312","1","0","0","0","吉林省","吉林"
"277","93","0","91","0","1","0","20200313","1","0","0","0","吉林省","吉林"
"278","93","0","91","0","1","0","20200314","1","0","0","0","吉林省","吉林"
"279","93","0","92","1","0","-1","20200315","1","0","0","0","吉林省","吉林"
"280","93","0","92","0","0","0","20200316","1","0","0","0","吉林省","吉林"
"281","93","0","92","0","0","0","20200317","1","0","0","0","吉林省","吉林"
"282","93","0","92","0","0","0","20200318","1","0","0","0","吉林省","吉林"
"283","93","0","92","0","0","0","20200319","1","0","0","0","吉林省","吉林"
"284","93","0","92","0","0","0","20200320","1","0","0","0","吉林省","吉林"
"285","93","0","92","0","0","0","20200321","1","0","0","0","吉林省","吉林"
"286","93","0","92","0","0","0","20200322","1","0","0","0","吉林省","吉林"
"287","93","0","92","0","0","0","20200323","1","0","0","0","吉林省","吉林"
"288","94","1","92","0","1","1","20200324","1","0","1","1","吉林省","吉林"
"289","95","1","92","0","2","1","20200325","1","0","1","0","吉林省","吉林"
"290","95","0","92","0","2","0","20200326","1","0","1","0","吉林省","吉林"
"291","97","2","92","0","4","2","20200327","1","0","1","0","吉林省","吉林"
"292","98","1","92","0","5","1","20200328","1","0","2","1","吉林省","吉林"
"293","98","0","92","0","5","0","20200329","1","0","2","0","吉林省","吉林"
"294","98","0","92","0","5","0","20200330","1","0","2","0","吉林省","吉林"
"295","98","0","92","0","5","0","20200331","1","0","2","0","吉林省","吉林"
"296","98","0","92","0","5","0","20200401","1","0","2","0","吉林省","吉林"
"297","98","0","92","0","5","0","20200402","1","0","0","-2","吉林省","吉林"
"298","98","0","92","0","5","0","20200403","1","0","0","0","吉林省","吉林"
"299","98","0","92","0","5","0","20200404","1","0","2","2","吉林省","吉林"
"300","98","0","92","0","5","0","20200405","1","0","2","0","吉林省","吉林"
"301","98","0","92","0","5","0","20200406","1","0","2","0","吉林省","吉林"
"302","98","0","92","0","5","0","20200407","1","0","0","-2","吉林省","吉林"
"303","98","0","93","1","4","-1","20200408","1","0","0","0","吉林省","吉林"
"304","98","0","95","2","2","-2","20200409","1","0","2","2","吉林省","吉林"
"305","98","0","96","1","1","-1","20200410","1","0","2","0","吉林省","吉林"
"306","99","1","96","0","2","1","20200411","1","0","2","0","吉林省","吉林"
"307","100","1","96","0","3","1","20200412","1","0","3","1","吉林省","吉林"
"308","100","0","96","0","3","0","20200413","1","0","3","0","吉林省","吉林"
"309","102","2","96","0","5","2","20200414","1","0","3","0","吉林省","吉林"
"310","102","0","96","0","5","0","20200415","1","0","3","0","吉林省","吉林"
"311","102","0","97","1","4","-1","20200416","1","0","3","0","吉林省","吉林"
"312","102","0","97","0","4","0","20200417","1","0","3","0","吉林省","吉林"
"313","104","2","97","0","6","2","20200418","1","0","3","0","吉林省","吉林"
"314","104","0","97","0","6","0","20200419","1","0","3","0","吉林省","吉林"
"315","106","2","97","0","8","2","20200420","1","0","3","0","吉林省","吉林"
"316","106","0","98","1","7","-1","20200421","1","0","3","0","吉林省","吉林"
"317","107","1","98","0","8","1","20200422","1","0","3","0","吉林省","吉林"
"318","108","1","99","1","8","0","20200423","1","0","3","0","吉林省","吉林"
"319","109","1","99","0","9","1","20200424","1","0","3","0","吉林省","吉林"
"320","109","0","99","0","9","0","20200425","1","0","3","0","吉林省","吉林"
"321","110","1","99","0","10","1","20200426","1","0","3","0","吉林省","吉林"
"322","110","0","99","0","10","0","20200427","1","0","3","0","吉林省","吉林"
"323","110","0","99","0","10","0","20200428","1","0","3","0","吉林省","吉林"
"324","111","1","99","0","11","1","20200429","1","0","3","0","吉林省","吉林"
"325","111","0","101","2","9","-2","20200430","1","0","3","0","吉林省","吉林"
"326","112","1","102","1","9","0","20200501","1","0","3","0","吉林省","吉林"
"327","112","0","103","1","8","-1","20200502","1","0","19","16","吉林省","吉林"
"328","112","0","103","0","8","0","20200503","1","0","19","0","吉林省","吉林"
"329","112","0","103","0","8","0","20200504","1","0","19","0","吉林省","吉林"
"330","112","0","103","0","8","0","20200505","1","0","19","0","吉林省","吉林"
"331","112","0","103","0","8","0","20200506","1","0","19","0","吉林省","吉林"
"332","113","1","104","1","8","0","20200507","1","0","19","0","吉林省","吉林"
"333","113","0","105","1","7","-1","20200508","1","0","19","0","吉林省","吉林"
"334","124","11","105","0","18","11","20200509","1","0","19","0","吉林省","吉林"
"335","127","3","105","0","21","3","20200510","1","0","19","0","吉林省","吉林"
"336","127","0","105","0","21","0","20200511","1","0","19","0","吉林省","吉林"
"337","133","6","108","3","24","3","20200512","1","0","19","0","吉林省","吉林"
"338","134","1","108","0","25","1","20200513","1","0","19","0","吉林省","吉林"
"339","1","1","0","0","1","1","20200123","0","0","0","0","内蒙古自治区","内蒙古"
"340","2","1","0","0","2","1","20200124","0","0","0","0","内蒙古自治区","内蒙古"
"341","5","3","0","0","5","3","20200125","0","0","0","0","内蒙古自治区","内蒙古"
"342","11","6","0","0","11","6","20200126","0","0","0","0","内蒙古自治区","内蒙古"
"343","13","2","0","0","13","2","20200127","0","0","0","0","内蒙古自治区","内蒙古"
"344","16","3","0","0","16","3","20200128","0","0","0","0","内蒙古自治区","内蒙古"
"345","18","2","0","0","18","2","20200129","0","0","0","0","内蒙古自治区","内蒙古"
"346","20","2","0","0","20","2","20200130","0","0","0","0","内蒙古自治区","内蒙古"
"347","23","3","0","0","23","3","20200131","0","0","0","0","内蒙古自治区","内蒙古"
"348","27","4","0","0","27","4","20200201","0","0","0","0","内蒙古自治区","内蒙古"
"349","34","7","0","0","34","7","20200202","0","0","0","0","内蒙古自治区","内蒙古"
"350","35","1","0","0","35","1","20200203","0","0","0","0","内蒙古自治区","内蒙古"
"351","42","7","0","0","42","7","20200204","0","0","0","0","内蒙古自治区","内蒙古"
"352","46","4","0","0","46","4","20200205","0","0","0","0","内蒙古自治区","内蒙古"
"353","50","4","0","0","50","4","20200206","0","0","0","0","内蒙古自治区","内蒙古"
"354","52","2","0","0","52","2","20200207","0","0","0","0","内蒙古自治区","内蒙古"
"355","54","2","0","0","54","2","20200208","0","0","0","0","内蒙古自治区","内蒙古"
"356","58","4","0","0","58","4","20200209","0","0","0","0","内蒙古自治区","内蒙古"
"357","58","0","5","5","53","-5","20200210","0","0","0","0","内蒙古自治区","内蒙古"
"358","60","2","5","0","55","2","20200211","0","0","0","0","内蒙古自治区","内蒙古"
"359","61","1","6","1","55","0","20200212","0","0","0","0","内蒙古自治区","内蒙古"
"360","65","4","6","0","59","4","20200213","0","0","0","0","内蒙古自治区","内蒙古"
"361","68","3","6","0","62","3","20200214","0","0","0","0","内蒙古自治区","内蒙古"
"362","70","2","7","1","63","1","20200215","0","0","0","0","内蒙古自治区","内蒙古"
"363","72","2","8","1","64","1","20200216","0","0","0","0","内蒙古自治区","内蒙古"
"364","73","1","8","0","65","1","20200217","0","0","0","0","内蒙古自治区","内蒙古"
"365","75","2","9","1","66","1","20200218","0","0","0","0","内蒙古自治区","内蒙古"
"366","75","0","11","2","64","-2","20200219","0","0","0","0","内蒙古自治区","内蒙古"
"367","75","0","16","5","59","-5","20200220","0","0","0","0","内蒙古自治区","内蒙古"
"368","75","0","22","6","53","-6","20200221","0","0","0","0","内蒙古自治区","内蒙古"
"369","75","0","26","4","49","-4","20200222","0","0","0","0","内蒙古自治区","内蒙古"
"370","75","0","30","4","45","-4","20200223","0","0","0","0","内蒙古自治区","内蒙古"
"371","75","0","34","4","41","-4","20200224","0","0","0","0","内蒙古自治区","内蒙古"
"372","75","0","35","1","40","-1","20200225","0","0","0","0","内蒙古自治区","内蒙古"
"373","75","0","38","3","37","-3","20200226","0","0","0","0","内蒙古自治区","内蒙古"
"374","75","0","43","5","32","-5","20200227","0","0","0","0","内蒙古自治区","内蒙古"
